"PROVINSI","KECAMATAN","DESA","PROVNO","KABKOTNO","KECNO","DESANO","IDSP2010","PLN_HHOLD","PCT_PLN","NUM_HHOLDS","NUM_PLN","population","CLUST_POP","DESA_POP","pop","Clust_Code","Longitude","Latitude","EI_SubArea","FID","ho_size","Name"
"NUSA TENGGARA TIMUR","PAGA","LENANDARETA",53,10,10,8,5310010008,0,0,280,0,NA,62,1338,62,"531001000810",122.024389,-8.739342,"FloresBara",4241,4.77857142857143,"531001000810"
"NUSA TENGGARA TIMUR","PAGA","LENANDARETA",53,10,10,8,5310010008,0,0,280,0,NA,47,1338,47,"531001000811",122.028647,-8.73909,"FloresBara",4255,4.77857142857143,"531001000811"
"NUSA TENGGARA TIMUR","PAGA","LENANDARETA",53,10,10,8,5310010008,0,0,280,0,NA,40,1338,40,"531001000812",122.0349,-8.738818,"FloresBara",4266,4.77857142857143,"531001000812"
"NUSA TENGGARA TIMUR","PAGA","LENANDARETA",53,10,10,8,5310010008,0,0,280,0,NA,38,1338,38,"531001000813",121.99403,-8.745314,"FloresBara",4032,4.77857142857143,"531001000813"
"NUSA TENGGARA TIMUR","PAGA","LENANDARETA",53,10,10,8,5310010008,0,0,280,0,NA,36,1338,36,"531001000814",122.060649,-8.71984,"FloresBara",4279,4.77857142857143,"531001000814"
"NUSA TENGGARA TIMUR","PAGA","LENANDARETA",53,10,10,8,5310010008,0,0,280,0,NA,31,1338,31,"531001000815",121.991506,-8.749664,"FloresBara",4051,4.77857142857143,"531001000815"
"NUSA TENGGARA TIMUR","PAGA","MASEBEWA",53,10,10,15,5310010015,0.078873,0.541667,480,260,NA,445,2409,445,"531001001501",122.010573,-8.725386,"FloresBara",4177,5.01875,"531001001501"
"NUSA TENGGARA TIMUR","PAGA","MASEBEWA",53,10,10,15,5310010015,0.078873,0.541667,480,260,NA,368,2409,368,"531001001502",122.022821,-8.727384,"FloresBara",4182,5.01875,"531001001502"
"NUSA TENGGARA TIMUR","PAGA","MASEBEWA",53,10,10,15,5310010015,0.078873,0.541667,480,260,NA,227,2409,227,"531001001503",121.994079,-8.726804,"FloresBara",3949,5.01875,"531001001503"
"NUSA TENGGARA TIMUR","PAGA","MASEBEWA",53,10,10,15,5310010015,0.078873,0.541667,480,260,NA,207,2409,207,"531001001504",122.026986,-8.725707,"FloresBara",4269,5.01875,"531001001504"
"NUSA TENGGARA TIMUR","PAGA","MASEBEWA",53,10,10,15,5310010015,0.078873,0.541667,480,260,NA,195,2409,195,"531001001505",122.038943,-8.721754,"FloresBara",4187,5.01875,"531001001505"
"NUSA TENGGARA TIMUR","PAGA","MASEBEWA",53,10,10,15,5310010015,0.078873,0.541667,480,260,NA,195,2409,195,"531001001506",122.062633,-8.717072,"FloresBara",4189,5.01875,"531001001506"
"NUSA TENGGARA TIMUR","PAGA","MASEBEWA",53,10,10,15,5310010015,0.078873,0.541667,480,260,NA,148,2409,148,"531001001507",122.044527,-8.717763,"FloresBara",4246,5.01875,"531001001507"
"NUSA TENGGARA TIMUR","PAGA","MASEBEWA",53,10,10,15,5310010015,0.078873,0.541667,480,260,NA,135,2409,135,"531001001508",122.018171,-8.728767,"FloresBara",4283,5.01875,"531001001508"
"NUSA TENGGARA TIMUR","PAGA","MASEBEWA",53,10,10,15,5310010015,0.078873,0.541667,480,260,NA,130,2409,130,"531001001509",122.004126,-8.72917,"FloresBara",4205,5.01875,"531001001509"
"NUSA TENGGARA TIMUR","PAGA","MASEBEWA",53,10,10,15,5310010015,0.078873,0.541667,480,260,NA,96,2409,96,"531001001510",121.995143,-8.725503,"FloresBara",3997,5.01875,"531001001510"
"NUSA TENGGARA TIMUR","PAGA","MASEBEWA",53,10,10,15,5310010015,0.078873,0.541667,480,260,NA,92,2409,92,"531001001511",122.019794,-8.736327,"FloresBara",4224,5.01875,"531001001511"
"NUSA TENGGARA TIMUR","PAGA","MASEBEWA",53,10,10,15,5310010015,0.078873,0.541667,480,260,NA,83,2409,83,"531001001512",122.029312,-8.725178,"FloresBara",4239,5.01875,"531001001512"
"NUSA TENGGARA TIMUR","PAGA","MASEBEWA",53,10,10,15,5310010015,0.078873,0.541667,480,260,NA,36,2409,36,"531001001513",122.008479,-8.725742,"FloresBara",4272,5.01875,"531001001513"
"NUSA TENGGARA TIMUR","PAGA","MASEBEWA",53,10,10,15,5310010015,0.078873,0.541667,480,260,NA,35,2409,35,"531001001514",122.013457,-8.734216,"FloresBara",4273,5.01875,"531001001514"
"NUSA TENGGARA TIMUR","PAGA","MASEBEWA",53,10,10,15,5310010015,0.078873,0.541667,480,260,NA,17,2409,17,"531001001515",122.046336,-8.718319,"FloresBara",4287,5.01875,"531001001515"
