FID,PROVINSI,KECAMATAN,DESA,PROVNO,KABKOTNO,KECNO,DESANO,IDSP2010,KABKOT,SUMBER,id_kec,POLY,IDSP,VILLAGE_CO,KODE_PROV,NAMA_PROV,KODE_KAB,NAMA_KAB,KODE_KEC,NAMA_KEC,KODE_DESA,NAMA_DESA,R401A,R401B,R401C,R501A,R501B,PLN_HHOLD,NO_PLN,AREA_KM2,TOT_POP,TOT_HHOLD,POP_DEN,HHOLD_DEN,MID,PLN_GRID,X,Y,Longitude,Latitude
2692,NUSA TENGGARA TIMUR,PANTAI BARU,NUSAKDALE,53,14,050,001,5314050001,ROTE NDAO,BADAN PUSAT STATISTIK,5314050,POLY,0,5314050001,53,NUSA TENGGARA TIMUR,14,ROTE NDAO,50,PANTAI BARU,1,NUSAKDALE,449,452,256,16,180,0.0625,240,9.662975,901,256,93.242502,26.492875,0.194283,0,13717311.4844,-1203561.52563,123.224706,-10.748178
2693,NUSA TENGGARA TIMUR,LOBALAIN,KULI,53,14,030,001,5314030001,ROTE NDAO,BADAN PUSAT STATISTIK,5314030,POLY,0,5314030001,53,NUSA TENGGARA TIMUR,14,ROTE NDAO,30,LOBALAIN,1,KULI,1010,1015,551,47,197,0.085299,504,25.18156,2025,551,80.415987,21.881091,0.213779,0,13699278.7724,-1213236.41744,123.062715,-10.833552
2694,NUSA TENGGARA TIMUR,LOBALAIN,SUELAIN,53,14,030,002,5314030002,ROTE NDAO,BADAN PUSAT STATISTIK,5314030,POLY,0,5314030002,53,NUSA TENGGARA TIMUR,14,ROTE NDAO,30,LOBALAIN,2,SUELAIN,367,334,191,36,55,0.188482,155,16.888779,701,191,41.506849,11.309284,0.29736,0,13702607.3423,-1211490.63434,123.092616,-10.818149
2695,NUSA TENGGARA TIMUR,LOBALAIN,SANGGAOEN,53,14,030,009,5314030009,ROTE NDAO,BADAN PUSAT STATISTIK,5314030,POLY,0,5314030009,53,NUSA TENGGARA TIMUR,14,ROTE NDAO,30,LOBALAIN,9,SANGGAOEN,1084,1027,522,202,276,0.386973,320,12.869428,2111,522,164.032154,40.561243,0.157016,0,13698221.3569,-1206519.72847,123.053216,-10.774285
2696,NUSA TENGGARA TIMUR,LOBALAIN,BEBALAIN,53,14,030,003,5314030003,ROTE NDAO,BADAN PUSAT STATISTIK,5314030,POLY,0,5314030003,53,NUSA TENGGARA TIMUR,14,ROTE NDAO,30,LOBALAIN,3,BEBALAIN,665,595,329,72,95,0.218845,257,11.02074,1260,329,114.329891,29.852805,0.183024,0,13705575.7622,-1209293.22139,123.119282,-10.798759
2697,NUSA TENGGARA TIMUR,LOBALAIN,KOLOBOLON,53,14,030,004,5314030004,ROTE NDAO,BADAN PUSAT STATISTIK,5314030,POLY,0,5314030004,53,NUSA TENGGARA TIMUR,14,ROTE NDAO,30,LOBALAIN,4,KOLOBOLON,643,648,336,73,109,0.217262,263,13.245693,1291,336,97.465646,25.366737,0.198549,0,13708098.5367,-1208704.2408,123.141944,-10.793562
2698,NUSA TENGGARA TIMUR,LOBALAIN,OEMATAMBOLI,53,14,030,005,5314030005,ROTE NDAO,BADAN PUSAT STATISTIK,5314030,POLY,0,5314030005,53,NUSA TENGGARA TIMUR,14,ROTE NDAO,30,LOBALAIN,5,OEMATAMBOLI,676,659,365,1,43,0.00274,364,7.883715,1335,365,169.336407,46.297969,0.146967,0,13705572.0094,-1205936.47905,123.119248,-10.769138
2699,NUSA TENGGARA TIMUR,LOBALAIN,OELUNGGU,53,14,030,007,5314030007,ROTE NDAO,BADAN PUSAT STATISTIK,5314030,POLY,0,5314030007,53,NUSA TENGGARA TIMUR,14,ROTE NDAO,30,LOBALAIN,7,OELUNGGU,998,983,463,395,68,0.853132,68,17.694752,1981,463,111.954097,26.16595,0.195493,0,13700519.1138,-1202788.40902,123.073857,-10.741355
2700,NUSA TENGGARA TIMUR,LOBALAIN,MOKDALE,53,14,030,008,5314030008,ROTE NDAO,BADAN PUSAT STATISTIK,5314030,POLY,0,5314030008,53,NUSA TENGGARA TIMUR,14,ROTE NDAO,30,LOBALAIN,8,MOKDALE,2168,1893,1015,511,197,0.503448,504,7.640866,4061,1015,531.48424,132.838341,0.086764,0,13698369.1735,-1204111.68842,123.054544,-10.753033
2701,NUSA TENGGARA TIMUR,LOBALAIN,TUANATUK,53,14,030,011,5314030011,ROTE NDAO,BADAN PUSAT STATISTIK,5314030,POLY,0,5314030011,53,NUSA TENGGARA TIMUR,14,ROTE NDAO,30,LOBALAIN,11,TUANATUK,391,364,201,118,83,0.587065,83,6.756223,755,201,111.748824,29.750349,0.183339,0,13695200.9772,-1203898.65112,123.026084,-10.751153
2702,NUSA TENGGARA TIMUR,LOBALAIN,NAMODALE,53,14,030,013,5314030013,ROTE NDAO,BADAN PUSAT STATISTIK,5314030,POLY,0,5314030013,53,NUSA TENGGARA TIMUR,14,ROTE NDAO,30,LOBALAIN,13,NAMODALE,1533,1522,688,510,178,0.741279,178,0.91331,3055,688,3344.975703,753.303857,0.036435,0,13697407.6375,-1201573.67143,123.045906,-10.730634
2703,NUSA TENGGARA TIMUR,LOBALAIN,BAADALE,53,14,030,012,5314030012,ROTE NDAO,BADAN PUSAT STATISTIK,5314030,POLY,0,5314030012,53,NUSA TENGGARA TIMUR,14,ROTE NDAO,30,LOBALAIN,12,BAADALE,604,555,272,240,32,0.882353,32,2.534435,1159,272,457.301147,107.321753,0.096529,0,13696155.5411,-1201997.55569,123.034659,-10.734375
2704,NUSA TENGGARA TIMUR,LOBALAIN,HOLOAMA,53,14,030,010,5314030010,ROTE NDAO,BADAN PUSAT STATISTIK,5314030,POLY,0,5314030010,53,NUSA TENGGARA TIMUR,14,ROTE NDAO,30,LOBALAIN,10,HOLOAMA,769,635,395,350,45,0.886076,45,8.938929,1404,395,157.065796,44.188739,0.150433,0,13695578.0673,-1207684.90122,123.029471,-10.784567
2705,NUSA TENGGARA TIMUR,LOBALAIN,METINA,53,14,030,014,5314030014,ROTE NDAO,BADAN PUSAT STATISTIK,5314030,POLY,0,5314030014,53,NUSA TENGGARA TIMUR,14,ROTE NDAO,30,LOBALAIN,14,METINA,1528,1395,612,501,76,0.818627,111,2.159583,2923,612,1353.502329,283.388103,0.059403,0,13698764.6319,-1200071.25255,123.058096,-10.717373
2706,NUSA TENGGARA TIMUR,LOBALAIN,HELEBEIK,53,14,030,006,5314030006,ROTE NDAO,BADAN PUSAT STATISTIK,5314030,POLY,0,5314030006,53,NUSA TENGGARA TIMUR,14,ROTE NDAO,30,LOBALAIN,6,HELEBEIK,792,791,338,105,78,0.310651,233,19.498115,1583,338,81.187336,17.335009,0.240181,0,13701530.7275,-1207961.30542,123.082945,-10.787006
2707,NUSA TENGGARA TIMUR,ROTE BARAT DAYA,OEBOU,53,14,010,006,5314010006,ROTE NDAO,BADAN PUSAT STATISTIK,5314010,POLY,0,5314010006,53,NUSA TENGGARA TIMUR,14,ROTE NDAO,10,ROTE BARAT DAYA,6,OEBOU,547,580,305,0,41,0,305,25.72725,1127,305,43.805693,11.855134,0.290434,0,13685516.4722,-1221482.85035,122.939086,-10.906302
2708,NUSA TENGGARA TIMUR,ROTE BARAT LAUT,NETENAEN,53,14,020,009,5314020009,ROTE NDAO,BADAN PUSAT STATISTIK,5314020,POLY,0,5314020009,53,NUSA TENGGARA TIMUR,14,ROTE NDAO,20,ROTE BARAT LAUT,9,NETENAEN,1110,1183,610,115,495,0.188525,495,13.759083,2293,610,166.653544,44.334349,0.150186,0,13686396.9641,-1204456.34404,122.946996,-10.756075
2908,NUSA TENGGARA TIMUR,GOLEWA,WERE II,53,12,030,003,5312030003,NGADA,BADAN PUSAT STATISTIK,5312030,POLY,0,5312030003,53,NUSA TENGGARA TIMUR,12,NGADA,30,GOLEWA,3,WERE II,407,478,213,0,48,0,213,3.81029,885,213,232.265762,55.901251,0.133749,0,13479340.6953,-992737.935859,121.086978,-8.882126
2947,NUSA TENGGARA TIMUR,RIUNG BARAT,RIA,53,12,081,002,5312081002,NGADA,BADAN PUSAT STATISTIK,5312081,POLY,0,5312081002,53,NUSA TENGGARA TIMUR,12,NGADA,81,RIUNG BARAT,2,RIA,508,487,228,0,228,0,228,25.201418,995,228,39.481906,9.04711,0.332464,0,13464903.8378,-950051.609954,120.957289,-8.503073
3053,NUSA TENGGARA TIMUR,NDONA TIMUR,KURULIMBU SELATAN,53,11,041,005,5311041005,ENDE,BADAN PUSAT STATISTIK,5311041,POLY,0,5311041005,53,NUSA TENGGARA TIMUR,11,ENDE,41,NDONA TIMUR,5,KURULIMBU SELATAN,258,277,138,0,10,0,138,5.895685,535,138,90.744331,23.406949,0.206694,0,13553759.1667,-987697.65029,121.75549,-8.837388
3174,NUSA TENGGARA TIMUR,DORENG,WOGALIRIT,53,10,031,010,5310031010,SIKKA,BADAN PUSAT STATISTIK,5310031,POLY,0,5310031010,53,NUSA TENGGARA TIMUR,10,SIKKA,31,DORENG,10,WOGALIRIT,607,738,334,0,17,0,334,5.349126,1345,334,251.442934,62.440104,0.126552,0,13624689.9876,-972378.310501,122.392673,-8.701381
3179,NUSA TENGGARA TIMUR,DORENG,NEN BURA,53,10,031,012,5310031012,SIKKA,BADAN PUSAT STATISTIK,5310031,POLY,0,5310031012,53,NUSA TENGGARA TIMUR,10,SIKKA,31,DORENG,12,NEN BURA,1102,1206,509,0,38,0,509,11.207981,2308,509,205.924687,45.414067,0.14839,0,13626103.1685,-974072.307704,122.405367,-8.716423
3255,NUSA TENGGARA TIMUR,NITA,LADOGAHAR,53,10,070,009,5310070009,SIKKA,BADAN PUSAT STATISTIK,5310070,POLY,0,5310070009,53,NUSA TENGGARA TIMUR,10,SIKKA,70,NITA,9,LADOGAHAR,497,578,273,225,42,0.824176,48,6.337224,1075,273,169.632642,43.078801,0.152359,0,13596291.1043,-963976.647001,122.137561,-8.626769
3268,NUSA TENGGARA TIMUR,MEGO,NAPU GERA,53,10,011,010,5310011010,SIKKA,BADAN PUSAT STATISTIK,5310011,POLY,0,5310011010,53,NUSA TENGGARA TIMUR,10,SIKKA,11,MEGO,10,NAPU GERA,327,320,153,0,32,0,153,7.292307,647,153,88.723637,20.981015,0.218317,0,13579909.7478,-963295.675634,121.990405,-8.620721
3331,NUSA TENGGARA TIMUR,ADONARA TENGAH,HOKO HOROWURA,53,09,062,011,5309062011,FLORES TIMUR,BADAN PUSAT STATISTIK,5309062,POLY,0,5309062011,53,NUSA TENGGARA TIMUR,9,FLORES TIMUR,62,ADONARA TENGAH,11,HOKO HOROWURA,270,341,168,0,62,0,168,2.014817,611,168,303.25332,83.382255,0.109512,0,13707641.6461,-932240.211335,123.13784,-8.344797
3360,NUSA TENGGARA TIMUR,KLUBAGOLIT,REDONTENA,53,09,073,007,5309073007,FLORES TIMUR,BADAN PUSAT STATISTIK,5309073,POLY,0,5309073007,53,NUSA TENGGARA TIMUR,9,FLORES TIMUR,73,KELUBAGOLIT,7,REDONTENA,462,544,318,116,199,0.36478,202,0.650404,1006,318,1546.731731,488.927128,0.045225,0,13718946.7031,-926906.069531,123.239395,-8.297384
3363,NUSA TENGGARA TIMUR,KLUBAGOLIT,ADOBALA,53,09,073,008,5309073008,FLORES TIMUR,BADAN PUSAT STATISTIK,5309073,POLY,0,5309073008,53,NUSA TENGGARA TIMUR,9,FLORES TIMUR,73,KELUBAGOLIT,8,ADOBALA,259,308,187,85,2,0.454545,102,8.542682,567,187,66.372599,21.890081,0.213735,0,13719571.8047,-923074.346895,123.24501,-8.263322
3380,NUSA TENGGARA TIMUR,ILE BOLENG,DUABLOLONG,53,09,071,015,5309071015,FLORES TIMUR,BADAN PUSAT STATISTIK,5309071,POLY,0,5309071015,53,NUSA TENGGARA TIMUR,9,FLORES TIMUR,71,ILE BOLENG,15,DUABLOLONG,301,345,204,42,57,0.205882,162,8.014514,646,204,80.603761,25.453819,0.198209,0,13725012.8839,-931286.753431,123.293888,-8.336322
