PROVINSI,KECAMATAN,DESA,PROVNO,KABKOTNO,KECNO,DESANO,IDSP2010,KABKOT,SUMBER,id_kec,POLY,IDSP,VILLAGE_CO,KODE_PROV,NAMA_PROV,KODE_KAB,NAMA_KAB,KODE_KEC,NAMA_KEC,KODE_DESA,NAMA_DESA,R401A,R401B,R401C,R501A,R501B,PLN_HHOLD,JOIN_FIELD,population,PCT_PLN,NUM_HHOLDS,NUM_PLN,PLN_Cabang,EI_SubArea
MALUKU,BULA,HOTE,81,07,040,007,8107040007,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107040,POLY,0,8107040007,       81.000000,MALUKU,        7.000000,SERAM BAGIAN TIMUR,       40.000000,BULA,        7.000000,HOTE,      189.000000,      190.000000,       97.000000,        0.000000,       13.000000,      0.00000000000,-214748364,      362.000000,      0.00000000000,75,0,AMBON,Ambon&Sera
MALUKU,BULA,BENGGOI,81,07,040,008,8107040008,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107040,POLY,0,8107040008,       81.000000,MALUKU,        7.000000,SERAM BAGIAN TIMUR,       40.000000,BULA,        8.000000,BENGGOI,      162.000000,      121.000000,       68.000000,        0.000000,       37.000000,      0.00000000000,-214748364,      270.000000,      0.00000000000,53,0,AMBON,Ambon&Sera
MALUKU,TANIWEL,MORNATEN,81,06,040,007,8106040007,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106040,POLY,0,8106040007,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       40.000000,TANIWEL,        7.000000,MORNATEN,      853.000000,      843.000000,      334.000000,      275.000000,       10.000000,      0.82335329341,-214748364,     1634.000000,      0.70292887029,239,168,AMBON,Ambon&Sera
MALUKU,TANIWEL,NIKULUKAN,81,06,040,008,8106040008,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106040,POLY,0,8106040008,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       40.000000,TANIWEL,        8.000000,NIKULUKAN,      317.000000,      263.000000,      112.000000,       49.000000,       16.000000,      0.43750000000,-214748364,      462.000000,      0.65116279070,86,56,AMBON,Ambon&Sera
MALUKU,TANIWEL,LISABATA,81,06,040,011,8106040011,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106040,POLY,0,8106040011,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       40.000000,TANIWEL,       11.000000,LISABATA,      523.000000,      512.000000,      240.000000,      235.000000,        0.000000,      0.97916666667,-214748364,      839.000000,      0.91071428571,168,153,AMBON,Ambon&Sera
MALUKU,TANIWEL,WAKOLO,81,06,040,012,8106040012,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106040,POLY,0,8106040012,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       40.000000,TANIWEL,       12.000000,WAKOLO,      211.000000,      115.000000,       71.000000,       34.000000,        0.000000,      0.47887323944,-214748364,      265.000000,      0.12962962963,54,7,AMBON,Ambon&Sera
MALUKU,TANIWEL,TANIWEL,81,06,040,014,8106040014,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106040,POLY,0,8106040014,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       40.000000,TANIWEL,       14.000000,TANIWEL,      842.000000,      781.000000,      362.000000,      275.000000,       15.000000,      0.75966850829,-214748364,     1744.000000,      0.70876288660,388,275,AMBON,Ambon&Sera
MALUKU,TANIWEL,RIRING,81,06,040,005,8106040005,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106040,POLY,0,8106040005,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       40.000000,TANIWEL,        5.000000,RIRING,      448.000000,      365.000000,      170.000000,       60.000000,       16.000000,      0.35294117647,-214748364,      705.000000,      0.00763358779,131,1,AMBON,Ambon&Sera
MALUKU,TANIWEL,KASIE,81,06,040,017,8106040017,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106040,POLY,0,8106040017,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       40.000000,TANIWEL,       17.000000,KASIE,      569.000000,      672.000000,      224.000000,      187.000000,       10.000000,      0.83482142857,-214748364,      936.000000,      0.82320441989,181,149,AMBON,Ambon&Sera
MALUKU,TANIWEL,UWETH,81,06,040,015,8106040015,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106040,POLY,0,8106040015,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       40.000000,TANIWEL,       15.000000,UWETH,      315.000000,      305.000000,      126.000000,      120.000000,        3.000000,      0.95238095238,-214748364,      554.000000,      0.78217821782,101,79,AMBON,Ambon&Sera
MALUKU,TANIWEL,BURIA,81,06,040,004,8106040004,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106040,POLY,0,8106040004,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       40.000000,TANIWEL,        4.000000,BURIA,      826.000000,      761.000000,      311.000000,      250.000000,       50.000000,      0.80385852090,-214748364,     1225.000000,      0.17916666667,240,43,AMBON,Ambon&Sera
MALUKU,TANIWEL,NUKUHAY,81,06,040,018,8106040018,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106040,POLY,0,8106040018,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       40.000000,TANIWEL,       18.000000,NUKUHAY,      164.000000,      163.000000,       77.000000,       51.000000,        3.000000,      0.66233766234,-214748364,      265.000000,      0.84210526316,57,48,AMBON,Ambon&Sera
MALUKU,TANIWEL,PASINALO,81,06,040,019,8106040019,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106040,POLY,0,8106040019,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       40.000000,TANIWEL,       19.000000,PASINALO,      193.000000,      163.000000,       91.000000,       75.000000,       10.000000,      0.82417582418,-214748364,      316.000000,      0.76190476191,63,48,AMBON,Ambon&Sera
MALUKU,TANIWEL,LATURAKE,81,06,040,003,8106040003,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106040,POLY,0,8106040003,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       40.000000,TANIWEL,        3.000000,LATURAKE,      221.000000,      196.000000,       91.000000,       69.000000,       15.000000,      0.75824175824,-214748364,      346.000000,      0.01351351351,74,1,AMBON,Ambon&Sera
MALUKU,TANIWEL,LOHIA SAPALEWA,81,06,040,002,8106040002,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106040,POLY,0,8106040002,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       40.000000,TANIWEL,        2.000000,LOHIA SAPALEWA,      164.000000,      159.000000,       59.000000,        0.000000,       58.000000,      0.00000000000,-214748364,      236.000000,      0.00000000000,42,0,AMBON,Ambon&Sera
MALUKU,TANIWEL,RUMAHSOAL,81,06,040,001,8106040001,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106040,POLY,0,8106040001,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       40.000000,TANIWEL,        1.000000,RUMAHSOAL,      152.000000,      131.000000,       63.000000,        0.000000,       60.000000,      0.00000000000,-214748364,      218.000000,      0.00000000000,38,0,AMBON,Ambon&Sera
MALUKU,TANIWEL,NINIARI,81,06,040,006,8106040006,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106040,POLY,0,8106040006,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       40.000000,TANIWEL,        6.000000,NINIARI,      242.000000,      221.000000,       87.000000,        0.000000,       87.000000,      0.00000000000,-214748364,      392.000000,      0.00000000000,67,0,AMBON,Ambon&Sera
MALUKU,TANIWEL,PATAHUWE,81,06,040,013,8106040013,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106040,POLY,0,8106040013,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       40.000000,TANIWEL,       13.000000,PATAHUWE,      217.000000,      248.000000,       54.000000,       25.000000,        4.000000,      0.46296296296,-214748364,      270.000000,      0.10909090909,55,6,AMBON,Ambon&Sera
MALUKU,TANIWEL,NIWELEHU,81,06,040,009,8106040009,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106040,POLY,0,8106040009,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       40.000000,TANIWEL,        9.000000,NIWELEHU,      285.000000,      323.000000,      136.000000,       60.000000,        6.000000,      0.44117647059,-214748364,      629.000000,      0.50000000000,112,56,AMBON,Ambon&Sera
MALUKU,TANIWEL,NUNIALI,81,06,040,010,8106040010,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106040,POLY,0,8106040010,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       40.000000,TANIWEL,       10.000000,NUNIALI,      230.000000,      225.000000,      152.000000,       47.000000,        0.000000,      0.30921052632,-214748364,      444.000000,      0.48113207547,106,51,AMBON,Ambon&Sera
MALUKU,TANIWEL,HULUNG,81,06,040,016,8106040016,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106040,POLY,0,8106040016,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       40.000000,TANIWEL,       16.000000,HULUNG,      402.000000,      336.000000,      168.000000,      104.000000,        9.000000,      0.61904761905,-214748364,      653.000000,      0.75833333333,120,91,AMBON,Ambon&Sera
MALUKU,KAIRATU,HATUSUA,81,06,030,021,8106030021,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106030,POLY,0,8106030021,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       30.000000,KAIRATU,       21.000000,HATUSUA,      710.000000,      646.000000,      386.000000,      374.000000,       12.000000,      0.96891191710,-214748364,     1329.000000,      0.81138790036,281,228,AMBON,Ambon&Sera
MALUKU,KAIRATU,WAIMITAL,81,06,030,020,8106030020,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106030,POLY,0,8106030020,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       30.000000,KAIRATU,       20.000000,WAIMITAL,     3135.000000,     2995.000000,     1312.000000,     1312.000000,        0.000000,      1.00000000000,-214748364,     5989.000000,      0.94974874372,1592,1512,AMBON,Ambon&Sera
MALUKU,KAIRATU,WAIPIRIT,81,06,030,029,8106030029,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106030,POLY,0,8106030029,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       30.000000,KAIRATU,       29.000000,WAIPIRIT,      336.000000,      346.000000,      157.000000,      145.000000,       12.000000,      0.92356687898,-214748364,      669.000000,      0.93571428571,140,131,AMBON,Ambon&Sera
MALUKU,KAIRATU,KAIRATU,81,06,030,001,8106030001,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106030,POLY,0,8106030001,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       30.000000,KAIRATU,        1.000000,KAIRATU,     4523.000000,     4396.000000,     2077.000000,     1869.000000,       35.000000,      0.89985556090,-214748364,     8744.000000,      0.80583613917,1782,1436,AMBON,Ambon&Sera
MALUKU,KAIRATU,URAUR,81,06,030,028,8106030028,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106030,POLY,0,8106030028,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       30.000000,KAIRATU,       28.000000,URAUR,      598.000000,      581.000000,      246.000000,      231.000000,       15.000000,      0.93902439024,-214748364,     1156.000000,      0.75107296137,233,175,AMBON,Ambon&Sera
MALUKU,KAIRATU,KAMARIAN,81,06,030,003,8106030003,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106030,POLY,0,8106030003,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       30.000000,KAIRATU,        3.000000,KAMARIAN,     2483.000000,     2416.000000,     1009.000000,      960.000000,       49.000000,      0.95143706640,-214748364,     4723.000000,      0.83449074074,864,721,AMBON,Ambon&Sera
MALUKU,KAIRATU,SERUAWAN,81,06,030,002,8106030002,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106030,POLY,0,8106030002,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       30.000000,KAIRATU,        2.000000,SERUAWAN,      324.000000,      324.000000,      156.000000,      117.000000,       39.000000,      0.75000000000,-214748364,      636.000000,      0.79545454546,132,105,AMBON,Ambon&Sera
MALUKU,SERAM BARAT,LUMOLI,81,06,020,017,8106020017,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106020,POLY,0,8106020017,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       20.000000,SERAM BARAT,       17.000000,LUMOLI,      534.000000,      469.000000,      201.000000,      150.000000,       12.000000,      0.74626865672,-214748364,     1053.000000,      0.74301675978,179,133,AMBON,Ambon&Sera
MALUKU,SERAM BARAT,NENIARI,81,06,020,019,8106020019,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106020,POLY,0,8106020019,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       20.000000,SERAM BARAT,       19.000000,NENIARI,      457.000000,      483.000000,      204.000000,      105.000000,       19.000000,      0.51470588235,-214748364,      934.000000,      0.77622377622,143,111,AMBON,Ambon&Sera
MALUKU,SERAM BARAT,MOREKAU,81,06,020,018,8106020018,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106020,POLY,0,8106020018,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       20.000000,SERAM BARAT,       18.000000,MOREKAU,      328.000000,      320.000000,      150.000000,       75.000000,        0.000000,      0.50000000000,-214748364,      643.000000,      0.71681415929,113,81,AMBON,Ambon&Sera
MALUKU,SERAM BARAT,KAIBOBU,81,06,020,015,8106020015,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106020,POLY,0,8106020015,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       20.000000,SERAM BARAT,       15.000000,KAIBOBU,      878.000000,      884.000000,      354.000000,       33.000000,       25.000000,      0.09322033898,-214748364,     1608.000000,      0.07096774194,310,22,AMBON,Ambon&Sera
MALUKU,SERAM BARAT,ETTY,81,06,020,016,8106020016,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106020,POLY,0,8106020016,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       20.000000,SERAM BARAT,       16.000000,ETTY,     3106.000000,     3206.000000,     1564.000000,     1398.000000,      166.000000,      0.89386189258,-214748364,     6046.000000,      0.79726468222,1243,991,AMBON,Ambon&Sera
MALUKU,SERAM BARAT,PIRU,81,06,020,020,8106020020,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106020,POLY,0,8106020020,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       20.000000,SERAM BARAT,       20.000000,PIRU,     7228.000000,     6789.000000,     4381.000000,     3811.000000,      205.000000,      0.86989271856,-214748364,    12759.000000,      0.81095679012,2592,2102,AMBON,Ambon&Sera
MALUKU,SERAM BARAT,NEGERI KAWA,81,06,020,021,8106020021,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106020,POLY,0,8106020021,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       20.000000,SERAM BARAT,       21.000000,NEGERI KAWA,     2435.000000,     2259.000000,      939.000000,      678.000000,       15.000000,      0.72204472844,-214748364,     4268.000000,      0.70150987224,861,604,AMBON,Ambon&Sera
MALUKU,HUAMUAL BELAKANG,TONU JAYA,81,06,010,013,8106010013,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106010,POLY,0,8106010013,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       10.000000,HUAMUAL BELAKANG,       13.000000,TONU JAYA,      955.000000,      945.000000,      390.000000,        0.000000,      390.000000,      0.00000000000,-214748364,     1737.000000,      0.07594936709,316,24,AMBON,Ambon&Sera
MALUKU,HUAMUAL BELAKANG,ALANG ASAUDE,81,06,010,014,8106010014,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106010,POLY,0,8106010014,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       10.000000,HUAMUAL BELAKANG,       14.000000,ALANG ASAUDE,      560.000000,      483.000000,      250.000000,      175.000000,       75.000000,      0.70000000000,-214748364,      941.000000,      0.79411764706,204,162,AMBON,Ambon&Sera
MALUKU,HUAMUAL BELAKANG,SOLE,81,06,010,009,8106010009,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106010,POLY,0,8106010009,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       10.000000,HUAMUAL BELAKANG,        9.000000,SOLE,     1253.000000,     1201.000000,      537.000000,        0.000000,      537.000000,      0.00000000000,-214748364,     2209.000000,      0.00217864924,459,1,AMBON,Ambon&Sera
MALUKU,HUAMUAL BELAKANG,BUANO UTARA,81,06,010,012,8106010012,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106010,POLY,0,8106010012,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       10.000000,HUAMUAL BELAKANG,       12.000000,BUANO UTARA,     3680.000000,     3756.000000,     1876.000000,     1012.000000,      864.000000,      0.53944562900,-214748364,     6761.000000,      0.70912078882,1217,863,AMBON,Ambon&Sera
MALUKU,HUAMUAL BELAKANG,BUANO SELATAN,81,06,010,011,8106010011,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106010,POLY,0,8106010011,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       10.000000,HUAMUAL BELAKANG,       11.000000,BUANO SELATAN,      671.000000,      649.000000,      144.000000,       93.000000,       51.000000,      0.64583333333,-214748364,     1466.000000,      0.30851063830,282,87,AMBON,Ambon&Sera
MALUKU,HUAMUAL BELAKANG,TAHALUPU,81,06,010,008,8106010008,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106010,POLY,0,8106010008,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       10.000000,HUAMUAL BELAKANG,        8.000000,TAHALUPU,     2311.000000,     2772.000000,     1226.000000,        0.000000,     1226.000000,      0.00000000000,-214748364,     5456.000000,      0.01679841897,1012,17,AMBON,Ambon&Sera
MALUKU,HUAMUAL BELAKANG,WAESALA,81,06,010,010,8106010010,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106010,POLY,0,8106010010,       81.000000,MALUKU,        6.000000,SERAM BAGIAN BARAT,       10.000000,HUAMUAL BELAKANG,       10.000000,WAESALA,     3880.000000,     3636.000000,     1705.000000,      657.000000,     1048.000000,      0.38533724340,-214748364,     7119.000000,      0.33219412167,1463,486,AMBON,Ambon&Sera
MALUKU,ARU SELATAN,POPJETUR,81,05,010,006,8105010006,KEPULAUAN ARU,BADAN PUSAT STATISTIK,8105010,POLY,0,8105010006,       81.000000,MALUKU,        5.000000,KEPULAUAN ARU,       10.000000,ARU SELATAN,        6.000000,POPJETUR,      201.000000,      176.000000,      154.000000,       31.000000,        6.000000,      0.20129870130,-214748364,      394.000000,      0.00000000000,85,0,Cabang Tual,Pulau Dobo
MALUKU,ARU SELATAN,NGAIBOR,81,05,010,008,8105010008,KEPULAUAN ARU,BADAN PUSAT STATISTIK,8105010,POLY,0,8105010008,       81.000000,MALUKU,        5.000000,KEPULAUAN ARU,       10.000000,ARU SELATAN,        8.000000,NGAIBOR,      222.000000,      237.000000,      113.000000,        0.000000,       20.000000,      0.00000000000,-214748364,      446.000000,      0.00000000000,74,0,Cabang Tual,Pulau Dobo
MALUKU,ARU SELATAN,FATURAL,81,05,010,009,8105010009,KEPULAUAN ARU,BADAN PUSAT STATISTIK,8105010,POLY,0,8105010009,       81.000000,MALUKU,        5.000000,KEPULAUAN ARU,       10.000000,ARU SELATAN,        9.000000,FATURAL,       80.000000,       89.000000,       44.000000,        0.000000,       10.000000,      0.00000000000,-214748364,      161.000000,      0.00000000000,30,0,Cabang Tual,Pulau Dobo
MALUKU,ARU SELATAN,GAIMAR,81,05,010,010,8105010010,KEPULAUAN ARU,BADAN PUSAT STATISTIK,8105010,POLY,0,8105010010,       81.000000,MALUKU,        5.000000,KEPULAUAN ARU,       10.000000,ARU SELATAN,       10.000000,GAIMAR,       52.000000,       75.000000,       36.000000,        0.000000,       36.000000,      0.00000000000,-214748364,      125.000000,      0.00000000000,26,0,Cabang Tual,Pulau Dobo
MALUKU,ARU SELATAN,JELIA,81,05,010,011,8105010011,KEPULAUAN ARU,BADAN PUSAT STATISTIK,8105010,POLY,0,8105010011,       81.000000,MALUKU,        5.000000,KEPULAUAN ARU,       10.000000,ARU SELATAN,       11.000000,JELIA,      121.000000,      105.000000,       69.000000,        0.000000,       69.000000,      0.00000000000,-214748364,      217.000000,      0.00000000000,47,0,Cabang Tual,Pulau Dobo
MALUKU,ARU SELATAN,DOKA BARAT,81,05,010,015,8105010015,KEPULAUAN ARU,BADAN PUSAT STATISTIK,8105010,POLY,0,8105010015,       81.000000,MALUKU,        5.000000,KEPULAUAN ARU,       10.000000,ARU SELATAN,       15.000000,DOKA BARAT,      189.000000,      200.000000,       95.000000,        0.000000,       95.000000,      0.00000000000,-214748364,      389.000000,      0.00000000000,76,0,Cabang Tual,Pulau Dobo
MALUKU,ARU SELATAN,DOKA TIMUR,81,05,010,016,8105010016,KEPULAUAN ARU,BADAN PUSAT STATISTIK,8105010,POLY,0,8105010016,       81.000000,MALUKU,        5.000000,KEPULAUAN ARU,       10.000000,ARU SELATAN,       16.000000,DOKA TIMUR,      139.000000,      120.000000,       71.000000,        0.000000,       71.000000,      0.00000000000,-214748364,      254.000000,      0.03333333333,60,2,Cabang Tual,Pulau Dobo
MALUKU,ARU SELATAN,LAININIR,81,05,010,017,8105010017,KEPULAUAN ARU,BADAN PUSAT STATISTIK,8105010,POLY,0,8105010017,       81.000000,MALUKU,        5.000000,KEPULAUAN ARU,       10.000000,ARU SELATAN,       17.000000,LAININIR,      260.000000,      286.000000,      121.000000,        0.000000,      121.000000,      0.00000000000,-214748364,      543.000000,      0.00000000000,98,0,Cabang Tual,Pulau Dobo
MALUKU,ARU SELATAN,MARAFENFEN,81,05,010,018,8105010018,KEPULAUAN ARU,BADAN PUSAT STATISTIK,8105010,POLY,0,8105010018,       81.000000,MALUKU,        5.000000,KEPULAUAN ARU,       10.000000,ARU SELATAN,       18.000000,MARAFENFEN,      162.000000,      159.000000,       65.000000,       49.000000,        4.000000,      0.75384615385,-214748364,      314.000000,      0.00000000000,65,0,Cabang Tual,Pulau Dobo
MALUKU,ARU SELATAN,NGAIGULI,81,05,010,019,8105010019,KEPULAUAN ARU,BADAN PUSAT STATISTIK,8105010,POLY,0,8105010019,       81.000000,MALUKU,        5.000000,KEPULAUAN ARU,       10.000000,ARU SELATAN,       19.000000,NGAIGULI,       77.000000,       80.000000,       48.000000,       37.000000,       11.000000,      0.77083333333,-214748364,      159.000000,      0.00000000000,38,0,Cabang Tual,Pulau Dobo
MALUKU,ARU SELATAN,FERUNI,81,05,010,020,8105010020,KEPULAUAN ARU,BADAN PUSAT STATISTIK,8105010,POLY,0,8105010020,       81.000000,MALUKU,        5.000000,KEPULAUAN ARU,       10.000000,ARU SELATAN,       20.000000,FERUNI,      481.000000,      434.000000,      246.000000,      104.000000,      142.000000,      0.42276422764,-214748364,      897.000000,      0.01818181818,165,3,Cabang Tual,Pulau Dobo
MALUKU,ARU SELATAN,KALAR KALAR,81,05,010,021,8105010021,KEPULAUAN ARU,BADAN PUSAT STATISTIK,8105010,POLY,0,8105010021,       81.000000,MALUKU,        5.000000,KEPULAUAN ARU,       10.000000,ARU SELATAN,       21.000000,KALAR KALAR,      524.000000,      516.000000,      218.000000,      110.000000,        3.000000,      0.50458715596,-214748364,     1003.000000,      0.70833333333,168,119,Cabang Tual,Pulau Dobo
MALUKU,ARU SELATAN,KABALUKIN,81,05,010,022,8105010022,KEPULAUAN ARU,BADAN PUSAT STATISTIK,8105010,POLY,0,8105010022,       81.000000,MALUKU,        5.000000,KEPULAUAN ARU,       10.000000,ARU SELATAN,       22.000000,KABALUKIN,      259.000000,      258.000000,      104.000000,       90.000000,       13.000000,      0.86538461539,-214748364,      503.000000,      0.64646464647,99,64,Cabang Tual,Pulau Dobo
MALUKU,ARU SELATAN,JEROL,81,05,010,023,8105010023,KEPULAUAN ARU,BADAN PUSAT STATISTIK,8105010,POLY,0,8105010023,       81.000000,MALUKU,        5.000000,KEPULAUAN ARU,       10.000000,ARU SELATAN,       23.000000,JEROL,      282.000000,      312.000000,      165.000000,      163.000000,        2.000000,      0.98787878788,-214748364,      585.000000,      0.81818181818,121,99,Cabang Tual,Pulau Dobo
MALUKU,ARU SELATAN,LOR LOR,81,05,010,024,8105010024,KEPULAUAN ARU,BADAN PUSAT STATISTIK,8105010,POLY,0,8105010024,       81.000000,MALUKU,        5.000000,KEPULAUAN ARU,       10.000000,ARU SELATAN,       24.000000,LOR LOR,      368.000000,      370.000000,      167.000000,        0.000000,      101.000000,      0.00000000000,-214748364,      739.000000,      0.00000000000,109,0,Cabang Tual,Pulau Dobo
MALUKU,ARU SELATAN,REBI,81,05,010,025,8105010025,KEPULAUAN ARU,BADAN PUSAT STATISTIK,8105010,POLY,0,8105010025,       81.000000,MALUKU,        5.000000,KEPULAUAN ARU,       10.000000,ARU SELATAN,       25.000000,REBI,      301.000000,      293.000000,      177.000000,        0.000000,       50.000000,      0.00000000000,-214748364,      582.000000,      0.00000000000,115,0,Cabang Tual,Pulau Dobo
MALUKU,ARU SELATAN,LUTUR,81,05,010,026,8105010026,KEPULAUAN ARU,BADAN PUSAT STATISTIK,8105010,POLY,0,8105010026,       81.000000,MALUKU,        5.000000,KEPULAUAN ARU,       10.000000,ARU SELATAN,       26.000000,LUTUR,      243.000000,      193.000000,      120.000000,        0.000000,      100.000000,      0.00000000000,-214748364,      431.000000,      0.00000000000,83,0,Cabang Tual,Pulau Dobo
MALUKU,ARU SELATAN,HOKMAR,81,05,010,027,8105010027,KEPULAUAN ARU,BADAN PUSAT STATISTIK,8105010,POLY,0,8105010027,       81.000000,MALUKU,        5.000000,KEPULAUAN ARU,       10.000000,ARU SELATAN,       27.000000,HOKMAR,      135.000000,      137.000000,       65.000000,        0.000000,       24.000000,      0.00000000000,-214748364,      292.000000,      0.00000000000,50,0,Cabang Tual,Pulau Dobo
MALUKU,ARU SELATAN,TABARFANE,81,05,010,028,8105010028,KEPULAUAN ARU,BADAN PUSAT STATISTIK,8105010,POLY,0,8105010028,       81.000000,MALUKU,        5.000000,KEPULAUAN ARU,       10.000000,ARU SELATAN,       28.000000,TABARFANE,      358.000000,      311.000000,      200.000000,        0.000000,      110.000000,      0.00000000000,-214748364,      660.000000,      0.00000000000,137,0,Cabang Tual,Pulau Dobo
MALUKU,ARU SELATAN TIMUR,BATUGOYANG,81,05,011,001,8105011001,KEPULAUAN ARU,BADAN PUSAT STATISTIK,8105011,POLY,0,8105011001,       81.000000,MALUKU,        5.000000,KEPULAUAN ARU,       11.000000,ARU SELATAN TIMUR,        1.000000,BATUGOYANG,      209.000000,      202.000000,      113.000000,        0.000000,       10.000000,      0.00000000000,-214748364,      406.000000,      0.00000000000,89,0,Cabang Tual,Pulau Dobo
MALUKU,ARU SELATAN TIMUR,SALAREM,81,05,011,002,8105011002,KEPULAUAN ARU,BADAN PUSAT STATISTIK,8105011,POLY,0,8105011002,       81.000000,MALUKU,        5.000000,KEPULAUAN ARU,       11.000000,ARU SELATAN TIMUR,        2.000000,SALAREM,      194.000000,      178.000000,       89.000000,        0.000000,        6.000000,      0.00000000000,-214748364,      371.000000,      0.00000000000,75,0,Cabang Tual,Pulau Dobo
