FID,PROVINSI,KECAMATAN,DESA,PROVNO,KABKOTNO,KECNO,DESANO,IDSP2010,PLN_HHOLD,DESA_POP,PCT_PLN,NUM_HHOLDS,NUM_PLN,Longitude,Latitude,CLUST_POP,Clust_Code
5618,NUSA TENGGARA TIMUR,PANTAR BARAT,LEER,53,7,11,9,5307011009,0.052805,1218,0.462185,238,110,124.074915,-8.36902,277,530701100903
5617,NUSA TENGGARA TIMUR,PANTAR BARAT,LEER,53,7,11,9,5307011009,0.052805,1218,0.462185,238,110,124.084125,-8.335786,213,530701100904
5615,NUSA TENGGARA TIMUR,PANTAR BARAT,BARANUSA,53,7,11,12,5307011012,0.087533,997,0.837321,209,175,124.090698,-8.36227,997,530701101201
5620,NUSA TENGGARA TIMUR,PANTAR BARAT,PIRING SINA,53,7,11,13,5307011013,0,501,0,94,0,124.099631,-8.367228,501,530701101301
5592,NUSA TENGGARA TIMUR,PANTAR BARAT,ILLU,53,7,11,14,5307011014,0.071429,717,0.725806,124,90,124.086361,-8.377553,717,530701101401
5646,NUSA TENGGARA TIMUR,PANTAR TIMUR,TREWENG,53,7,12,1,5307012001,0,724,0,150,0,124.288089,-8.475556,601,530701200101
5645,NUSA TENGGARA TIMUR,PANTAR TIMUR,TREWENG,53,7,12,1,5307012001,0,724,0,150,0,124.281651,-8.482981,123,530701200102
5638,NUSA TENGGARA TIMUR,PANTAR TIMUR,LALAFANG,53,7,12,2,5307012002,0,488,0,96,0,124.186436,-8.373149,389,530701200201
5611,NUSA TENGGARA TIMUR,PANTAR TIMUR,LALAFANG,53,7,12,2,5307012002,0,488,0,96,0,124.185678,-8.37574,99,530701200202
5642,NUSA TENGGARA TIMUR,PANTAR TIMUR,NULE,53,7,12,3,5307012003,0.607287,985,0.589372,207,122,124.23896,-8.374023,590,530701200301
5614,NUSA TENGGARA TIMUR,PANTAR TIMUR,NULE,53,7,12,3,5307012003,0.607287,985,0.589372,207,122,124.236246,-8.37674,395,530701200302
5685,NUSA TENGGARA TIMUR,PANTAR TIMUR,KALEB,53,7,12,4,5307012004,0.30829,1594,0.928105,306,284,124.261173,-8.349955,858,530701200401
5684,NUSA TENGGARA TIMUR,PANTAR TIMUR,KALEB,53,7,12,4,5307012004,0.30829,1594,0.928105,306,284,124.254896,-8.355555,559,530701200402
5622,NUSA TENGGARA TIMUR,PANTAR TIMUR,KALEB,53,7,12,4,5307012004,0.30829,1594,0.928105,306,284,124.247972,-8.359776,177,530701200403
5722,NUSA TENGGARA TIMUR,PANTAR TIMUR,BUNGA BALI,53,7,12,5,5307012005,0,822,0,174,0,124.27792,-8.338793,822,530701200501
5723,NUSA TENGGARA TIMUR,PANTAR TIMUR,KAERA,53,7,12,6,5307012006,0,940,0,190,0,124.267863,-8.297838,512,530701200601
5711,NUSA TENGGARA TIMUR,PANTAR TIMUR,KAERA,53,7,12,6,5307012006,0,940,0,190,0,124.266295,-8.307526,218,530701200602
5702,NUSA TENGGARA TIMUR,PANTAR TIMUR,KAERA,53,7,12,6,5307012006,0,940,0,190,0,124.25154,-8.312258,136,530701200603
5697,NUSA TENGGARA TIMUR,PANTAR TIMUR,KAERA,53,7,12,6,5307012006,0,940,0,190,0,124.250344,-8.309625,48,530701200604
5626,NUSA TENGGARA TIMUR,PANTAR TIMUR,KAERA,53,7,12,6,5307012006,0,940,0,190,0,124.249838,-8.309634,26,530701200605
5632,NUSA TENGGARA TIMUR,PANTAR TIMUR,LEKOM,53,7,12,7,5307012007,0,558,0.009804,102,1,124.228668,-8.326378,297,530701200701
5624,NUSA TENGGARA TIMUR,PANTAR TIMUR,LEKOM,53,7,12,7,5307012007,0,558,0.009804,102,1,124.233748,-8.324614,188,530701200702
5623,NUSA TENGGARA TIMUR,PANTAR TIMUR,LEKOM,53,7,12,7,5307012007,0,558,0.009804,102,1,124.247483,-8.32958,73,530701200703
5713,NUSA TENGGARA TIMUR,PANTAR TIMUR,MAWAR,53,7,12,8,5307012008,0,1129,0,188,0,124.304469,-8.299308,509,530701200801
5701,NUSA TENGGARA TIMUR,PANTAR TIMUR,MAWAR,53,7,12,8,5307012008,0,1129,0,188,0,124.30778,-8.305864,184,530701200802
5700,NUSA TENGGARA TIMUR,PANTAR TIMUR,MAWAR,53,7,12,8,5307012008,0,1129,0,188,0,124.307356,-8.303685,175,530701200803
5698,NUSA TENGGARA TIMUR,PANTAR TIMUR,MAWAR,53,7,12,8,5307012008,0,1129,0,188,0,124.308751,-8.310536,141,530701200804
5695,NUSA TENGGARA TIMUR,PANTAR TIMUR,MAWAR,53,7,12,8,5307012008,0,1129,0,188,0,124.301935,-8.323184,120,530701200805
5716,NUSA TENGGARA TIMUR,PANTAR TIMUR,OMBAY,53,7,12,9,5307012009,0,831,0,153,0,124.302042,-8.27849,503,530701200901
5708,NUSA TENGGARA TIMUR,PANTAR TIMUR,OMBAY,53,7,12,9,5307012009,0,831,0,153,0,124.303555,-8.283419,297,530701200902
5688,NUSA TENGGARA TIMUR,PANTAR TIMUR,OMBAY,53,7,12,9,5307012009,0,831,0,153,0,124.303524,-8.289761,31,530701200903
5724,NUSA TENGGARA TIMUR,PANTAR TIMUR,MERDEKA,53,7,12,10,5307012010,0,1239,0.003891,257,1,124.275853,-8.271543,838,530701201001
5767,NUSA TENGGARA TIMUR,PANTAR TIMUR,MERDEKA,53,7,12,10,5307012010,0,1239,0.003891,257,1,124.279588,-8.244074,304,530701201002
5762,NUSA TENGGARA TIMUR,PANTAR TIMUR,MERDEKA,53,7,12,10,5307012010,0,1239,0.003891,257,1,124.281028,-8.247854,97,530701201003
5715,NUSA TENGGARA TIMUR,PANTAR TIMUR,BATU,53,7,12,11,5307012011,0,1430,0,286,0,124.298557,-8.268957,464,530701201101
5770,NUSA TENGGARA TIMUR,PANTAR TIMUR,BATU,53,7,12,11,5307012011,0,1430,0,286,0,124.315088,-8.240766,343,530701201102
5766,NUSA TENGGARA TIMUR,PANTAR TIMUR,BATU,53,7,12,11,5307012011,0,1430,0,286,0,124.324365,-8.22531,286,530701201103
5765,NUSA TENGGARA TIMUR,PANTAR TIMUR,BATU,53,7,12,11,5307012011,0,1430,0,286,0,124.305484,-8.247443,283,530701201104
5761,NUSA TENGGARA TIMUR,PANTAR TIMUR,BATU,53,7,12,11,5307012011,0,1430,0,286,0,124.313689,-8.243355,54,530701201105
5513,NUSA TENGGARA TIMUR,PANTAR BARAT LAUT,MARISA,53,7,13,1,5307013001,0,1043,0,160,0,123.953298,-8.355324,497,530701300101
5512,NUSA TENGGARA TIMUR,PANTAR BARAT LAUT,MARISA,53,7,13,1,5307013001,0,1043,0,160,0,123.940117,-8.373811,440,530701300102
5496,NUSA TENGGARA TIMUR,PANTAR BARAT LAUT,MARISA,53,7,13,1,5307013001,0,1043,0,160,0,123.940564,-8.375189,53,530701300103
5509,NUSA TENGGARA TIMUR,PANTAR BARAT LAUT,MARISA,53,7,13,1,5307013001,0,1043,0,160,0,123.953836,-8.348218,53,530701300104
5495,NUSA TENGGARA TIMUR,PANTAR BARAT LAUT,ALLUMANG,53,7,13,2,5307013002,0,622,0.024096,166,4,123.952864,-8.394489,622,530701300201
5514,NUSA TENGGARA TIMUR,PANTAR BARAT LAUT,KAYANG,53,7,13,3,5307013003,0,688,0,134,0,123.965628,-8.349343,688,530701300301
5616,NUSA TENGGARA TIMUR,PANTAR BARAT LAUT,LAMMA,53,7,13,4,5307013004,0,376,0,77,0,124.002566,-8.331202,159,530701300401
5511,NUSA TENGGARA TIMUR,PANTAR BARAT LAUT,LAMMA,53,7,13,4,5307013004,0,376,0,77,0,123.976838,-8.34082,136,530701300402
5510,NUSA TENGGARA TIMUR,PANTAR BARAT LAUT,LAMMA,53,7,13,4,5307013004,0,376,0,77,0,123.980901,-8.338714,81,530701300403
5621,NUSA TENGGARA TIMUR,PANTAR BARAT LAUT,BEANG ONONG,53,7,13,5,5307013005,0,729,0,137,0,124.031362,-8.311431,729,530701300501
5497,NUSA TENGGARA TIMUR,PANTAR BARAT LAUT,KALONDAMA BARAT,53,7,13,6,5307013006,0,395,0,67,0,123.974616,-8.410266,395,530701300601
5600,NUSA TENGGARA TIMUR,PANTAR BARAT LAUT,KALONDAMA TENGAH,53,7,13,7,5307013007,0,423,0,84,0,124.006213,-8.408695,423,530701300701
5596,NUSA TENGGARA TIMUR,PANTAR TENGAH,TUBE,53,7,14,1,5307014001,0,626,0,113,0,124.12094,-8.404593,502,530701400101
5591,NUSA TENGGARA TIMUR,PANTAR TENGAH,TUBE,53,7,14,1,5307014001,0,626,0,113,0,124.119385,-8.401234,124,530701400102
5599,NUSA TENGGARA TIMUR,PANTAR TENGAH,TUDE,53,7,14,2,5307014002,0,1141,0,240,0,124.053632,-8.449435,648,530701400201
5597,NUSA TENGGARA TIMUR,PANTAR TENGAH,TUDE,53,7,14,2,5307014002,0,1141,0,240,0,124.055441,-8.423974,493,530701400202
5598,NUSA TENGGARA TIMUR,PANTAR TENGAH,DELAKI,53,7,14,3,5307014003,0,813,0.005618,178,1,124.058411,-8.478019,813,530701400301
5602,NUSA TENGGARA TIMUR,PANTAR TENGAH,MAUTA,53,7,14,4,5307014004,0,1853,0,410,0,124.128189,-8.462946,1573,530701400401
5593,NUSA TENGGARA TIMUR,PANTAR TENGAH,MAUTA,53,7,14,4,5307014004,0,1853,0,410,0,124.058368,-8.47013,190,530701400402
5067,NUSA TENGGARA TIMUR,PANTAR TENGAH,MAUTA,53,7,14,4,5307014004,0,1853,0,410,0,124.169177,-8.508535,90,530701400403
5613,NUSA TENGGARA TIMUR,PANTAR TENGAH,EKA JAYA,53,7,14,5,5307014005,0,591,0.007752,129,1,124.137745,-8.428244,351,530701400501
5610,NUSA TENGGARA TIMUR,PANTAR TENGAH,EKA JAYA,53,7,14,5,5307014005,0,591,0.007752,129,1,124.125923,-8.393023,176,530701400502
5595,NUSA TENGGARA TIMUR,PANTAR TENGAH,EKA JAYA,53,7,14,5,5307014005,0,591,0.007752,129,1,124.12461,-8.392724,65,530701400503
5604,NUSA TENGGARA TIMUR,PANTAR TENGAH,ARAMABA,53,7,14,6,5307014006,0,1195,0,260,0,124.1718,-8.448527,1063,530701400601
5607,NUSA TENGGARA TIMUR,PANTAR TENGAH,ARAMABA,53,7,14,6,5307014006,0,1195,0,260,0,124.181492,-8.449165,115,530701400602
5605,NUSA TENGGARA TIMUR,PANTAR TENGAH,ARAMABA,53,7,14,6,5307014006,0,1195,0,260,0,124.179388,-8.484062,17,530701400603
5606,NUSA TENGGARA TIMUR,PANTAR TENGAH,TOANG,53,7,14,7,5307014007,0,377,0,74,0,124.206083,-8.434856,377,530701400701
5612,NUSA TENGGARA TIMUR,PANTAR TENGAH,TAMAKH,53,7,14,8,5307014008,0,1141,0,225,0,124.20893,-8.414094,638,530701400801
5608,NUSA TENGGARA TIMUR,PANTAR TENGAH,TAMAKH,53,7,14,8,5307014008,0,1141,0,225,0,124.208268,-8.426664,432,530701400802
5601,NUSA TENGGARA TIMUR,PANTAR TENGAH,TAMAKH,53,7,14,8,5307014008,0,1141,0,225,0,124.212945,-8.408595,72,530701400803
5603,NUSA TENGGARA TIMUR,PANTAR TENGAH,MURIABANG,53,7,14,9,5307014009,0,1025,0,218,0,124.130984,-8.383105,856,530701400901
5609,NUSA TENGGARA TIMUR,PANTAR TENGAH,MURIABANG,53,7,14,9,5307014009,0,1025,0,218,0,124.134723,-8.393181,169,530701400902
5637,NUSA TENGGARA TIMUR,PANTAR TENGAH,BAGANG,53,7,14,10,5307014010,0,551,0,116,0,124.130934,-8.347655,300,530701401001
5635,NUSA TENGGARA TIMUR,PANTAR TENGAH,BAGANG,53,7,14,10,5307014010,0,551,0,116,0,124.133271,-8.373458,251,530701401002
5644,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,HALERMAN,53,7,20,1,5307020001,0,1191,0,237,0,124.341909,-8.417257,331,530702000101
5680,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,HALERMAN,53,7,20,1,5307020001,0,1191,0,237,0,124.417256,-8.409977,193,530702000102
5643,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,HALERMAN,53,7,20,1,5307020001,0,1191,0,237,0,124.347496,-8.389501,122,530702000103
5670,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,HALERMAN,53,7,20,1,5307020001,0,1191,0,237,0,124.417121,-8.415007,95,530702000104
5658,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,HALERMAN,53,7,20,1,5307020001,0,1191,0,237,0,124.419599,-8.402112,75,530702000105
5668,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,HALERMAN,53,7,20,1,5307020001,0,1191,0,237,0,124.405871,-8.438599,69,530702000106
5666,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,HALERMAN,53,7,20,1,5307020001,0,1191,0,237,0,124.414796,-8.427851,66,530702000107
5664,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,HALERMAN,53,7,20,1,5307020001,0,1191,0,237,0,124.39122,-8.404684,59,530702000108
5663,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,HALERMAN,53,7,20,1,5307020001,0,1191,0,237,0,124.415077,-8.435865,55,530702000109
5662,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,HALERMAN,53,7,20,1,5307020001,0,1191,0,237,0,124.392073,-8.427434,52,530702000110
5647,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,HALERMAN,53,7,20,1,5307020001,0,1191,0,237,0,124.376708,-8.435941,42,530702000111
5651,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,HALERMAN,53,7,20,1,5307020001,0,1191,0,237,0,124.415663,-8.413562,19,530702000112
5650,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,HALERMAN,53,7,20,1,5307020001,0,1191,0,237,0,124.414301,-8.43691,13,530702000113
5677,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,MARGETA,53,7,20,2,5307020002,0,438,0.021978,91,2,124.436115,-8.439772,194,530702000201
5675,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,MARGETA,53,7,20,2,5307020002,0,438,0.021978,91,2,124.42552,-8.440431,164,530702000202
5665,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,MARGETA,53,7,20,2,5307020002,0,438,0.021978,91,2,124.4387,-8.438803,80,530702000203
5681,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,MANATANG,53,7,20,3,5307020003,0,614,0,144,0,124.468947,-8.433907,212,530702000301
5679,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,MANATANG,53,7,20,3,5307020003,0,614,0,144,0,124.457724,-8.43925,154,530702000302
5672,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,MANATANG,53,7,20,3,5307020003,0,614,0,144,0,124.453791,-8.440647,97,530702000303
5667,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,MANATANG,53,7,20,3,5307020003,0,614,0,144,0,124.463456,-8.437574,58,530702000304
5649,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,MANATANG,53,7,20,3,5307020003,0,614,0,144,0,124.451164,-8.443782,27,530702000305
5652,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,MANATANG,53,7,20,3,5307020003,0,614,0,144,0,124.465649,-8.436569,24,530702000306
5653,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,MANATANG,53,7,20,3,5307020003,0,614,0,144,0,124.448678,-8.44418,24,530702000307
5654,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,MANATANG,53,7,20,3,5307020003,0,614,0,144,0,124.45578,-8.425882,13,530702000308
5648,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,MANATANG,53,7,20,3,5307020003,0,614,0,144,0,124.462201,-8.425994,5,530702000309
5659,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,TRIBUR,53,7,20,4,5307020004,0,2016,0,416,0,124.494611,-8.409868,609,530702000401
5682,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,TRIBUR,53,7,20,4,5307020004,0,2016,0,416,0,124.497593,-8.415357,406,530702000402
5678,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,TRIBUR,53,7,20,4,5307020004,0,2016,0,416,0,124.49268,-8.417412,206,530702000403
5676,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,TRIBUR,53,7,20,4,5307020004,0,2016,0,416,0,124.49096,-8.420352,180,530702000404
5824,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,TRIBUR,53,7,20,4,5307020004,0,2016,0,416,0,124.505363,-8.390814,153,530702000405
5673,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,TRIBUR,53,7,20,4,5307020004,0,2016,0,416,0,124.499299,-8.40243,136,530702000406
5669,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,TRIBUR,53,7,20,4,5307020004,0,2016,0,416,0,124.486505,-8.42023,104,530702000407
5661,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,TRIBUR,53,7,20,4,5307020004,0,2016,0,416,0,124.497491,-8.409708,66,530702000408
5660,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,TRIBUR,53,7,20,4,5307020004,0,2016,0,416,0,124.487731,-8.418149,59,530702000409
5657,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,TRIBUR,53,7,20,4,5307020004,0,2016,0,416,0,124.489381,-8.421935,29,530702000410
5656,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,TRIBUR,53,7,20,4,5307020004,0,2016,0,416,0,124.497797,-8.412622,25,530702000411
5655,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,TRIBUR,53,7,20,4,5307020004,0,2016,0,416,0,124.493362,-8.418816,24,530702000412
5825,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,TRIBUR,53,7,20,4,5307020004,0,2016,0,416,0,124.50015,-8.402479,21,530702000413
5831,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,KUIFANA,53,7,20,5,5307020005,0,873,0,189,0,124.531715,-8.392365,426,530702000501
5829,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,KUIFANA,53,7,20,5,5307020005,0,873,0,189,0,124.537822,-8.389964,400,530702000502
5813,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,KUIFANA,53,7,20,5,5307020005,0,873,0,189,0,124.536149,-8.397602,46,530702000503
5830,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,WAKAPSIR,53,7,20,6,5307020006,0,687,0,174,0,124.561051,-8.412527,356,530702000601
5828,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,WAKAPSIR,53,7,20,6,5307020006,0,687,0,174,0,124.568163,-8.434908,331,530702000602
5832,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,WAKAPSIR TIMUR,53,7,20,7,5307020007,0,568,0,120,0,124.543645,-8.408036,168,530702000701
5827,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,WAKAPSIR TIMUR,53,7,20,7,5307020007,0,568,0,120,0,124.575292,-8.403111,98,530702000702
5826,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,WAKAPSIR TIMUR,53,7,20,7,5307020007,0,568,0,120,0,124.56461,-8.409226,92,530702000703
5823,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,WAKAPSIR TIMUR,53,7,20,7,5307020007,0,568,0,120,0,124.564233,-8.386667,76,530702000704
5821,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,WAKAPSIR TIMUR,53,7,20,7,5307020007,0,568,0,120,0,124.568441,-8.394635,71,530702000705
5818,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,WAKAPSIR TIMUR,53,7,20,7,5307020007,0,568,0,120,0,124.56827,-8.400795,40,530702000706
5815,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,WAKAPSIR TIMUR,53,7,20,7,5307020007,0,568,0,120,0,124.565454,-8.407266,23,530702000707
5882,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,KAFELULANG,53,7,20,15,5307020015,0,895,0,177,0,124.540971,-8.319016,707,530702001501
5864,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,KAFELULANG,53,7,20,15,5307020015,0,895,0,177,0,124.539605,-8.31746,110,530702001502
5861,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,KAFELULANG,53,7,20,15,5307020015,0,895,0,177,0,124.563718,-8.343637,78,530702001503
5889,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PINTU MAS,53,7,20,16,5307020016,0,1868,0.002865,349,1,124.520078,-8.33089,538,530702001601
5888,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PINTU MAS,53,7,20,16,5307020016,0,1868,0.002865,349,1,124.519231,-8.323554,409,530702001602
5887,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PINTU MAS,53,7,20,16,5307020016,0,1868,0.002865,349,1,124.511242,-8.330309,396,530702001603
5883,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PINTU MAS,53,7,20,16,5307020016,0,1868,0.002865,349,1,124.537727,-8.308386,246,530702001604
5876,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PINTU MAS,53,7,20,16,5307020016,0,1868,0.002865,349,1,124.518568,-8.315664,118,530702001605
5860,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PINTU MAS,53,7,20,16,5307020016,0,1868,0.002865,349,1,124.527033,-8.290151,66,530702001606
5866,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PINTU MAS,53,7,20,16,5307020016,0,1868,0.002865,349,1,124.520191,-8.316883,56,530702001607
5865,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PINTU MAS,53,7,20,16,5307020016,0,1868,0.002865,349,1,124.535043,-8.298887,40,530702001608
5737,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,ORGEN,53,7,20,17,5307020017,0,667,0,104,0,124.495073,-8.36392,279,530702001701
5878,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,ORGEN,53,7,20,17,5307020017,0,667,0,104,0,124.509003,-8.367445,161,530702001702
5730,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,ORGEN,53,7,20,17,5307020017,0,667,0,104,0,124.498822,-8.366837,127,530702001703
5873,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,ORGEN,53,7,20,17,5307020017,0,667,0,104,0,124.504006,-8.372417,100,530702001704
5744,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PROBUR,53,7,20,18,5307020018,0.186207,2088,0.379475,419,159,124.417185,-8.37289,542,530702001801
5741,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PROBUR,53,7,20,18,5307020018,0.186207,2088,0.379475,419,159,124.415595,-8.357206,384,530702001802
5683,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PROBUR,53,7,20,18,5307020018,0.186207,2088,0.379475,419,159,124.416995,-8.376724,354,530702001803
5686,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PROBUR,53,7,20,18,5307020018,0.186207,2088,0.379475,419,159,124.3716,-8.364683,310,530702001804
5674,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PROBUR,53,7,20,18,5307020018,0.186207,2088,0.379475,419,159,124.417968,-8.394254,191,530702001805
5671,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PROBUR,53,7,20,18,5307020018,0.186207,2088,0.379475,419,159,124.418009,-8.380428,179,530702001806
5731,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PROBUR,53,7,20,18,5307020018,0.186207,2088,0.379475,419,159,124.419294,-8.353534,128,530702001807
5747,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PROBUR UTARA,53,7,20,19,5307020019,0.050388,1135,0.344681,235,81,124.428581,-8.326246,686,530702001901
5740,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PROBUR UTARA,53,7,20,19,5307020019,0.050388,1135,0.344681,235,81,124.406805,-8.31256,325,530702001902
5732,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PROBUR UTARA,53,7,20,19,5307020019,0.050388,1135,0.344681,235,81,124.400244,-8.327508,125,530702001903
5738,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,WOLWAL BARAT,53,7,20,20,5307020020,0,373,0,83,0,124.40976,-8.295501,225,530702002001
5736,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,WOLWAL BARAT,53,7,20,20,5307020020,0,373,0,83,0,124.41417,-8.293246,148,530702002002
5742,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,WOLWAL SELATAN,53,7,20,21,5307020021,0,417,0,96,0,124.434663,-8.301361,371,530702002101
5728,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,WOLWAL SELATAN,53,7,20,21,5307020021,0,417,0,96,0,124.43213,-8.303203,46,530702002102
5745,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,WOLWAL TENGAH,53,7,20,22,5307020022,0,824,0,197,0,124.444208,-8.27987,643,530702002201
5734,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,WOLWAL TENGAH,53,7,20,22,5307020022,0,824,0,197,0,124.431096,-8.290142,91,530702002202
5733,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,WOLWAL TENGAH,53,7,20,22,5307020022,0,824,0,197,0,124.439304,-8.283819,90,530702002203
5743,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,WOLWAL,53,7,20,23,5307020023,0,887,0.015228,197,3,124.447375,-8.271794,887,530702002301
5891,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,MORU,53,7,20,24,5307020024,0.362403,2339,0.772549,510,394,124.515389,-8.25762,2339,530702002401
5885,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,MORAMAM,53,7,20,25,5307020025,0.51506,1460,0.705882,272,192,124.518619,-8.267116,1460,530702002501
5890,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,MORBA,53,7,20,26,5307020026,0.362069,1060,0.455357,224,102,124.522351,-8.263381,814,530702002601
5877,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,MORBA,53,7,20,26,5307020026,0.362069,1060,0.455357,224,102,124.526268,-8.265439,119,530702002602
5870,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,MORBA,53,7,20,26,5307020026,0.362069,1060,0.455357,224,102,124.529747,-8.265772,68,530702002603
5868,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,MORBA,53,7,20,26,5307020026,0.362069,1060,0.455357,224,102,124.525749,-8.268475,60,530702002604
6092,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PAILELANG,53,7,20,27,5307020027,0.216561,1130,0.504808,208,105,124.528976,-8.247185,744,530702002701
5881,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PAILELANG,53,7,20,27,5307020027,0.216561,1130,0.504808,208,105,124.529205,-8.250903,188,530702002702
5884,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PAILELANG,53,7,20,27,5307020027,0.216561,1130,0.504808,208,105,124.527997,-8.254612,80,530702002703
5879,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PAILELANG,53,7,20,27,5307020027,0.216561,1130,0.504808,208,105,124.53689,-8.262246,48,530702002704
5858,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PAILELANG,53,7,20,27,5307020027,0.216561,1130,0.504808,208,105,124.531679,-8.253953,27,530702002705
5869,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PAILELANG,53,7,20,27,5307020027,0.216561,1130,0.504808,208,105,124.551566,-8.307059,23,530702002706
5859,NUSA TENGGARA TIMUR,ALOR BARAT LAUT,PAILELANG,53,7,20,27,5307020027,0.216561,1130,0.504808,208,105,124.560082,-8.303583,21,530702002707
5839,NUSA TENGGARA TIMUR,MATARU,LAKATULI,53,7,21,1,5307021001,0,809,0,183,0,124.633315,-8.406382,179,530702100101
