FID,PROVINSI,KECAMATAN,DESA,PROVNO,KABKOTNO,KECNO,DESANO,IDSP2010,PLN_HHOLD,DESA_POP,PCT_PLN,NUM_HHOLDS,NUM_PLN,Longitude,Latitude,CLUST_POP,Clust_Code
11256,NUSA TENGGARA TIMUR,RINHAT,NANEBOT,53,6,11,18,5306011018,0,340,0.012821,78,1,124.785504,-9.545285,226,530601101801
11252,NUSA TENGGARA TIMUR,RINHAT,NANEBOT,53,6,11,18,5306011018,0,340,0.012821,78,1,124.791038,-9.546332,114,530601101802
11222,NUSA TENGGARA TIMUR,RINHAT,MUKE,53,6,11,19,5306011019,0,457,0,104,0,124.804716,-9.60358,457,530601101901
11229,NUSA TENGGARA TIMUR,RINHAT,NAIUSU,53,6,11,20,5306011020,0,374,0.010101,99,1,124.782764,-9.597333,374,530601102001
10580,NUSA TENGGARA TIMUR,WEWIKU,LAMEA,53,6,12,1,5306012001,0,1314,0.006061,330,2,124.805171,-9.766275,749,530601200101
10582,NUSA TENGGARA TIMUR,WEWIKU,LAMEA,53,6,12,1,5306012001,0,1314,0.006061,330,2,124.818888,-9.756057,511,530601200102
10575,NUSA TENGGARA TIMUR,WEWIKU,LAMEA,53,6,12,1,5306012001,0,1314,0.006061,330,2,124.822812,-9.751167,54,530601200103
11143,NUSA TENGGARA TIMUR,WEWIKU,ALKANI,53,6,12,2,5306012002,0,1702,0.002778,360,1,124.823222,-9.736598,1352,530601200201
11162,NUSA TENGGARA TIMUR,WEWIKU,ALKANI,53,6,12,2,5306012002,0,1702,0.002778,360,1,124.823703,-9.745024,186,530601200202
11145,NUSA TENGGARA TIMUR,WEWIKU,ALKANI,53,6,12,2,5306012002,0,1702,0.002778,360,1,124.8403,-9.734828,100,530601200203
11159,NUSA TENGGARA TIMUR,WEWIKU,ALKANI,53,6,12,2,5306012002,0,1702,0.002778,360,1,124.813496,-9.747963,64,530601200204
11140,NUSA TENGGARA TIMUR,WEWIKU,SESERAI,53,6,12,3,5306012003,0,1339,0.006116,327,2,124.819163,-9.728703,498,530601200301
11116,NUSA TENGGARA TIMUR,WEWIKU,SESERAI,53,6,12,3,5306012003,0,1339,0.006116,327,2,124.81995,-9.704055,377,530601200302
11160,NUSA TENGGARA TIMUR,WEWIKU,SESERAI,53,6,12,3,5306012003,0,1339,0.006116,327,2,124.82157,-9.717044,349,530601200303
11136,NUSA TENGGARA TIMUR,WEWIKU,SESERAI,53,6,12,3,5306012003,0,1339,0.006116,327,2,124.818769,-9.722385,116,530601200304
11097,NUSA TENGGARA TIMUR,WEWIKU,LOROTOLUS,53,6,12,4,5306012004,0.074586,1428,0.315412,279,88,124.818368,-9.693362,613,530601200401
11132,NUSA TENGGARA TIMUR,WEWIKU,LOROTOLUS,53,6,12,4,5306012004,0.074586,1428,0.315412,279,88,124.837107,-9.716898,208,530601200402
11131,NUSA TENGGARA TIMUR,WEWIKU,LOROTOLUS,53,6,12,4,5306012004,0.074586,1428,0.315412,279,88,124.831456,-9.71353,153,530601200403
11138,NUSA TENGGARA TIMUR,WEWIKU,LOROTOLUS,53,6,12,4,5306012004,0.074586,1428,0.315412,279,88,124.822735,-9.724711,132,530601200404
11156,NUSA TENGGARA TIMUR,WEWIKU,LOROTOLUS,53,6,12,4,5306012004,0.074586,1428,0.315412,279,88,124.840613,-9.7101,76,530601200405
11069,NUSA TENGGARA TIMUR,WEWIKU,LOROTOLUS,53,6,12,4,5306012004,0.074586,1428,0.315412,279,88,124.820537,-9.678336,70,530601200406
11129,NUSA TENGGARA TIMUR,WEWIKU,LOROTOLUS,53,6,12,4,5306012004,0.074586,1428,0.315412,279,88,124.83756,-9.713175,58,530601200407
11133,NUSA TENGGARA TIMUR,WEWIKU,LOROTOLUS,53,6,12,4,5306012004,0.074586,1428,0.315412,279,88,124.826851,-9.71745,52,530601200408
11105,NUSA TENGGARA TIMUR,WEWIKU,LOROTOLUS,53,6,12,4,5306012004,0.074586,1428,0.315412,279,88,124.818666,-9.698617,48,530601200409
11104,NUSA TENGGARA TIMUR,WEWIKU,LOROTOLUS,53,6,12,4,5306012004,0.074586,1428,0.315412,279,88,124.818968,-9.697122,18,530601200410
11094,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.840042,-9.695763,3149,530601200601
11130,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.850615,-9.713724,234,530601200602
11103,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.848701,-9.695685,189,530601200603
11126,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.851661,-9.709241,113,530601200604
11046,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.841243,-9.668512,104,530601200605
11064,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.832832,-9.675848,63,530601200606
11122,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.84982,-9.704798,56,530601200607
11088,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.848003,-9.690087,53,530601200608
11086,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.847755,-9.687504,51,530601200609
11073,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.839381,-9.679751,48,530601200610
11042,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.838554,-9.666333,46,530601200611
11128,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.853683,-9.711813,43,530601200612
11075,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.841041,-9.680889,40,530601200613
11107,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.848768,-9.699797,39,530601200614
11115,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.849656,-9.703146,26,530601200615
11078,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.847355,-9.683136,24,530601200616
11036,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.842218,-9.663501,22,530601200617
11054,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.835881,-9.672432,21,530601200618
11163,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.836882,-9.674061,14,530601200619
11037,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.841668,-9.663509,13,530601200620
11108,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.844342,-9.699898,11,530601200621
11070,NUSA TENGGARA TIMUR,WEWIKU,WEOE,53,6,12,6,5306012006,0.113965,4368,0.313142,974,305,124.833372,-9.678584,9,530601200622
11079,NUSA TENGGARA TIMUR,WEWIKU,WEBRIAMATA,53,6,12,7,5306012007,0.175373,1091,0.442748,262,116,124.870293,-9.684232,553,530601200701
11084,NUSA TENGGARA TIMUR,WEWIKU,WEBRIAMATA,53,6,12,7,5306012007,0.175373,1091,0.442748,262,116,124.857158,-9.686583,429,530601200702
11087,NUSA TENGGARA TIMUR,WEWIKU,WEBRIAMATA,53,6,12,7,5306012007,0.175373,1091,0.442748,262,116,124.866627,-9.688061,109,530601200703
11095,NUSA TENGGARA TIMUR,WEWIKU,BADARAI,53,6,12,8,5306012008,0,1556,0.00813,369,3,124.868914,-9.694306,505,530601200801
11106,NUSA TENGGARA TIMUR,WEWIKU,BADARAI,53,6,12,8,5306012008,0,1556,0.00813,369,3,124.864292,-9.700126,414,530601200802
11092,NUSA TENGGARA TIMUR,WEWIKU,BADARAI,53,6,12,8,5306012008,0,1556,0.00813,369,3,124.85157,-9.692436,197,530601200803
11096,NUSA TENGGARA TIMUR,WEWIKU,BADARAI,53,6,12,8,5306012008,0,1556,0.00813,369,3,124.860723,-9.693942,117,530601200804
11100,NUSA TENGGARA TIMUR,WEWIKU,BADARAI,53,6,12,8,5306012008,0,1556,0.00813,369,3,124.853522,-9.696008,116,530601200805
11091,NUSA TENGGARA TIMUR,WEWIKU,BADARAI,53,6,12,8,5306012008,0,1556,0.00813,369,3,124.857678,-9.691495,63,530601200806
11118,NUSA TENGGARA TIMUR,WEWIKU,BADARAI,53,6,12,8,5306012008,0,1556,0.00813,369,3,124.862507,-9.704228,35,530601200807
11127,NUSA TENGGARA TIMUR,WEWIKU,BADARAI,53,6,12,8,5306012008,0,1556,0.00813,369,3,124.856824,-9.709112,30,530601200808
11123,NUSA TENGGARA TIMUR,WEWIKU,BADARAI,53,6,12,8,5306012008,0,1556,0.00813,369,3,124.865705,-9.705162,23,530601200809
11111,NUSA TENGGARA TIMUR,WEWIKU,BADARAI,53,6,12,8,5306012008,0,1556,0.00813,369,3,124.861777,-9.700964,19,530601200810
11098,NUSA TENGGARA TIMUR,WEWIKU,BADARAI,53,6,12,8,5306012008,0,1556,0.00813,369,3,124.851314,-9.694674,13,530601200811
11121,NUSA TENGGARA TIMUR,WEWIKU,BADARAI,53,6,12,8,5306012008,0,1556,0.00813,369,3,124.867286,-9.704144,9,530601200812
11125,NUSA TENGGARA TIMUR,WEWIKU,BADARAI,53,6,12,8,5306012008,0,1556,0.00813,369,3,124.857798,-9.707488,8,530601200813
11119,NUSA TENGGARA TIMUR,WEWIKU,BADARAI,53,6,12,8,5306012008,0,1556,0.00813,369,3,124.868282,-9.703735,7,530601200814
11063,NUSA TENGGARA TIMUR,WEWIKU,HALIBASAR,53,6,12,9,5306012009,0,1102,0.052209,249,13,124.869262,-9.671319,912,530601200901
11068,NUSA TENGGARA TIMUR,WEWIKU,HALIBASAR,53,6,12,9,5306012009,0,1102,0.052209,249,13,124.862201,-9.677721,132,530601200902
11066,NUSA TENGGARA TIMUR,WEWIKU,HALIBASAR,53,6,12,9,5306012009,0,1102,0.052209,249,13,124.861893,-9.676042,58,530601200903
11076,NUSA TENGGARA TIMUR,WEWIKU,RABASA BIRIS,53,6,12,11,5306012011,0.163636,732,0.358491,159,57,124.855895,-9.680563,299,530601201101
11057,NUSA TENGGARA TIMUR,WEWIKU,RABASA BIRIS,53,6,12,11,5306012011,0.163636,732,0.358491,159,57,124.848912,-9.6727,151,530601201102
11067,NUSA TENGGARA TIMUR,WEWIKU,RABASA BIRIS,53,6,12,11,5306012011,0.163636,732,0.358491,159,57,124.858312,-9.676447,118,530601201103
11059,NUSA TENGGARA TIMUR,WEWIKU,RABASA BIRIS,53,6,12,11,5306012011,0.163636,732,0.358491,159,57,124.854633,-9.673675,81,530601201104
11081,NUSA TENGGARA TIMUR,WEWIKU,RABASA BIRIS,53,6,12,11,5306012011,0.163636,732,0.358491,159,57,124.856361,-9.684047,48,530601201105
11060,NUSA TENGGARA TIMUR,WEWIKU,RABASA BIRIS,53,6,12,11,5306012011,0.163636,732,0.358491,159,57,124.856241,-9.674537,35,530601201106
11052,NUSA TENGGARA TIMUR,WEWIKU,BIRIS,53,6,12,12,5306012012,0,729,0,186,0,124.832943,-9.671871,516,530601201201
11043,NUSA TENGGARA TIMUR,WEWIKU,BIRIS,53,6,12,12,5306012012,0,729,0,186,0,124.827802,-9.666397,213,530601201202
11367,NUSA TENGGARA TIMUR,WELIMAN,FOREKMODOK,53,6,13,1,5306013001,0,1108,0,261,0,124.925568,-9.60802,311,530601300101
11379,NUSA TENGGARA TIMUR,WELIMAN,FOREKMODOK,53,6,13,1,5306013001,0,1108,0,261,0,124.920136,-9.616869,288,530601300102
11382,NUSA TENGGARA TIMUR,WELIMAN,FOREKMODOK,53,6,13,1,5306013001,0,1108,0,261,0,124.923772,-9.617028,103,530601300103
11363,NUSA TENGGARA TIMUR,WELIMAN,FOREKMODOK,53,6,13,1,5306013001,0,1108,0,261,0,124.929184,-9.607607,99,530601300104
11385,NUSA TENGGARA TIMUR,WELIMAN,FOREKMODOK,53,6,13,1,5306013001,0,1108,0,261,0,124.923869,-9.611338,93,530601300105
11359,NUSA TENGGARA TIMUR,WELIMAN,FOREKMODOK,53,6,13,1,5306013001,0,1108,0,261,0,124.927311,-9.603096,88,530601300106
11374,NUSA TENGGARA TIMUR,WELIMAN,FOREKMODOK,53,6,13,1,5306013001,0,1108,0,261,0,124.930041,-9.612773,70,530601300107
11377,NUSA TENGGARA TIMUR,WELIMAN,FOREKMODOK,53,6,13,1,5306013001,0,1108,0,261,0,124.927196,-9.613176,55,530601300108
11026,NUSA TENGGARA TIMUR,WELIMAN,HAUKLARAN,53,6,13,3,5306013003,0,1235,0,307,0,124.872029,-9.657767,1214,530601300301
11190,NUSA TENGGARA TIMUR,WELIMAN,HAUKLARAN,53,6,13,3,5306013003,0,1235,0,307,0,124.875145,-9.656905,21,530601300302
11153,NUSA TENGGARA TIMUR,WELIMAN,UMALAWAIN,53,6,13,4,5306013004,0.12069,1326,0.324138,290,94,124.860302,-9.662613,913,530601300401
11024,NUSA TENGGARA TIMUR,WELIMAN,UMALAWAIN,53,6,13,4,5306013004,0.12069,1326,0.324138,290,94,124.861488,-9.655347,138,530601300402
11023,NUSA TENGGARA TIMUR,WELIMAN,UMALAWAIN,53,6,13,4,5306013004,0.12069,1326,0.324138,290,94,124.857621,-9.65517,113,530601300403
11030,NUSA TENGGARA TIMUR,WELIMAN,UMALAWAIN,53,6,13,4,5306013004,0.12069,1326,0.324138,290,94,124.864207,-9.657525,88,530601300404
11027,NUSA TENGGARA TIMUR,WELIMAN,UMALAWAIN,53,6,13,4,5306013004,0.12069,1326,0.324138,290,94,124.865784,-9.656412,74,530601300405
11050,NUSA TENGGARA TIMUR,WELIMAN,BONETASEA,53,6,13,5,5306013005,0.073733,763,0.181395,215,39,124.859074,-9.668485,698,530601300501
11154,NUSA TENGGARA TIMUR,WELIMAN,BONETASEA,53,6,13,5,5306013005,0.073733,763,0.181395,215,39,124.864209,-9.669431,65,530601300502
11029,NUSA TENGGARA TIMUR,WELIMAN,TAABA,53,6,13,6,5306013006,0,701,0,188,0,124.827266,-9.656271,286,530601300601
11167,NUSA TENGGARA TIMUR,WELIMAN,TAABA,53,6,13,6,5306013006,0,701,0,188,0,124.829732,-9.656431,241,530601300602
11022,NUSA TENGGARA TIMUR,WELIMAN,TAABA,53,6,13,6,5306013006,0,701,0,188,0,124.833347,-9.653916,174,530601300603
11019,NUSA TENGGARA TIMUR,WELIMAN,LEUNKLOT,53,6,13,7,5306013007,0.031579,1083,0.091873,283,26,124.850604,-9.653203,469,530601300701
11010,NUSA TENGGARA TIMUR,WELIMAN,LEUNKLOT,53,6,13,7,5306013007,0.031579,1083,0.091873,283,26,124.850227,-9.644592,235,530601300702
11013,NUSA TENGGARA TIMUR,WELIMAN,LEUNKLOT,53,6,13,7,5306013007,0.031579,1083,0.091873,283,26,124.845983,-9.648813,230,530601300703
11015,NUSA TENGGARA TIMUR,WELIMAN,LEUNKLOT,53,6,13,7,5306013007,0.031579,1083,0.091873,283,26,124.850248,-9.649846,79,530601300704
11041,NUSA TENGGARA TIMUR,WELIMAN,LEUNKLOT,53,6,13,7,5306013007,0.031579,1083,0.091873,283,26,124.840243,-9.647176,34,530601300705
11011,NUSA TENGGARA TIMUR,WELIMAN,LEUNKLOT,53,6,13,7,5306013007,0.031579,1083,0.091873,283,26,124.84085,-9.645108,25,530601300706
11012,NUSA TENGGARA TIMUR,WELIMAN,LEUNKLOT,53,6,13,7,5306013007,0.031579,1083,0.091873,283,26,124.841187,-9.645188,11,530601300707
11016,NUSA TENGGARA TIMUR,WELIMAN,LAKULO,53,6,13,8,5306013008,0,1871,0.002564,390,1,124.867391,-9.650288,786,530601300801
11034,NUSA TENGGARA TIMUR,WELIMAN,LAKULO,53,6,13,8,5306013008,0,1871,0.002564,390,1,124.867401,-9.645207,468,530601300802
11186,NUSA TENGGARA TIMUR,WELIMAN,LAKULO,53,6,13,8,5306013008,0,1871,0.002564,390,1,124.876353,-9.648161,308,530601300803
11008,NUSA TENGGARA TIMUR,WELIMAN,LAKULO,53,6,13,8,5306013008,0,1871,0.002564,390,1,124.858443,-9.643854,152,530601300804
11188,NUSA TENGGARA TIMUR,WELIMAN,LAKULO,53,6,13,8,5306013008,0,1871,0.002564,390,1,124.878495,-9.6525,57,530601300805
11155,NUSA TENGGARA TIMUR,WELIMAN,LAKULO,53,6,13,8,5306013008,0,1871,0.002564,390,1,124.865895,-9.654676,48,530601300806
11017,NUSA TENGGARA TIMUR,WELIMAN,LAKULO,53,6,13,8,5306013008,0,1871,0.002564,390,1,124.856555,-9.650653,33,530601300807
11014,NUSA TENGGARA TIMUR,WELIMAN,LAKULO,53,6,13,8,5306013008,0,1871,0.002564,390,1,124.85665,-9.649062,18,530601300808
11002,NUSA TENGGARA TIMUR,WELIMAN,LALETEN,53,6,13,9,5306013009,0.10303,1494,0.256881,327,84,124.860075,-9.6363,1223,530601300901
11006,NUSA TENGGARA TIMUR,WELIMAN,LALETEN,53,6,13,9,5306013009,0.10303,1494,0.256881,327,84,124.862177,-9.639261,91,530601300902
11003,NUSA TENGGARA TIMUR,WELIMAN,LALETEN,53,6,13,9,5306013009,0.10303,1494,0.256881,327,84,124.866193,-9.635789,89,530601300903
11005,NUSA TENGGARA TIMUR,WELIMAN,LALETEN,53,6,13,9,5306013009,0.10303,1494,0.256881,327,84,124.866088,-9.638896,89,530601300904
11009,NUSA TENGGARA TIMUR,WELIMAN,LALETEN,53,6,13,9,5306013009,0.10303,1494,0.256881,327,84,124.851516,-9.643765,1,530601300905
11395,NUSA TENGGARA TIMUR,WELIMAN,KLESELEON,53,6,13,10,5306013010,0.288793,917,0.482759,232,112,124.878386,-9.619262,614,530601301001
11292,NUSA TENGGARA TIMUR,WELIMAN,KLESELEON,53,6,13,10,5306013010,0.288793,917,0.482759,232,112,124.881028,-9.624392,131,530601301002
11287,NUSA TENGGARA TIMUR,WELIMAN,KLESELEON,53,6,13,10,5306013010,0.288793,917,0.482759,232,112,124.874644,-9.624264,36,530601301003
10999,NUSA TENGGARA TIMUR,WELIMAN,KLESELEON,53,6,13,10,5306013010,0.288793,917,0.482759,232,112,124.874698,-9.626065,35,530601301004
11170,NUSA TENGGARA TIMUR,WELIMAN,KLESELEON,53,6,13,10,5306013010,0.288793,917,0.482759,232,112,124.875209,-9.626225,33,530601301005
11172,NUSA TENGGARA TIMUR,WELIMAN,KLESELEON,53,6,13,10,5306013010,0.288793,917,0.482759,232,112,124.876314,-9.627491,24,530601301006
11212,NUSA TENGGARA TIMUR,WELIMAN,KLESELEON,53,6,13,10,5306013010,0.288793,917,0.482759,232,112,124.874536,-9.616035,20,530601301007
11291,NUSA TENGGARA TIMUR,WELIMAN,KLESELEON,53,6,13,10,5306013010,0.288793,917,0.482759,232,112,124.875217,-9.62434,20,530601301008
11381,NUSA TENGGARA TIMUR,WELIMAN,KLESELEON,53,6,13,10,5306013010,0.288793,917,0.482759,232,112,124.875084,-9.616307,2,530601301009
11346,NUSA TENGGARA TIMUR,WELIMAN,WEDEROK,53,6,13,11,5306013011,0.057252,1245,0.391635,263,103,124.903966,-9.597482,589,530601301101
11351,NUSA TENGGARA TIMUR,WELIMAN,WEDEROK,53,6,13,11,5306013011,0.057252,1245,0.391635,263,103,124.913217,-9.601166,563,530601301102
11386,NUSA TENGGARA TIMUR,WELIMAN,WEDEROK,53,6,13,11,5306013011,0.057252,1245,0.391635,263,103,124.915318,-9.610793,93,530601301103
11369,NUSA TENGGARA TIMUR,WELIMAN,ANGKAES,53,6,13,12,5306013012,0.076923,1397,0.264615,325,86,124.894638,-9.604464,1216,530601301201
11342,NUSA TENGGARA TIMUR,WELIMAN,ANGKAES,53,6,13,12,5306013012,0.076923,1397,0.264615,325,86,124.880858,-9.595241,68,530601301202
11233,NUSA TENGGARA TIMUR,WELIMAN,ANGKAES,53,6,13,12,5306013012,0.076923,1397,0.264615,325,86,124.872344,-9.588255,66,530601301203
11341,NUSA TENGGARA TIMUR,WELIMAN,ANGKAES,53,6,13,12,5306013012,0.076923,1397,0.264615,325,86,124.8837,-9.593527,30,530601301204
11354,NUSA TENGGARA TIMUR,WELIMAN,ANGKAES,53,6,13,12,5306013012,0.076923,1397,0.264615,325,86,124.89672,-9.601022,16,530601301205
11219,NUSA TENGGARA TIMUR,WELIMAN,HAITIMUK,53,6,13,13,5306013013,0.120388,2519,0.5625,512,288,124.862359,-9.603771,1302,530601301301
11217,NUSA TENGGARA TIMUR,WELIMAN,HAITIMUK,53,6,13,13,5306013013,0.120388,2519,0.5625,512,288,124.867435,-9.606876,732,530601301302
11211,NUSA TENGGARA TIMUR,WELIMAN,HAITIMUK,53,6,13,13,5306013013,0.120388,2519,0.5625,512,288,124.866731,-9.619526,211,530601301303
11230,NUSA TENGGARA TIMUR,WELIMAN,HAITIMUK,53,6,13,13,5306013013,0.120388,2519,0.5625,512,288,124.854162,-9.595792,147,530601301304
11224,NUSA TENGGARA TIMUR,WELIMAN,HAITIMUK,53,6,13,13,5306013013,0.120388,2519,0.5625,512,288,124.861785,-9.6014,70,530601301305
11213,NUSA TENGGARA TIMUR,WELIMAN,HAITIMUK,53,6,13,13,5306013013,0.120388,2519,0.5625,512,288,124.873481,-9.614405,58,530601301306
11223,NUSA TENGGARA TIMUR,WELIMAN,WESEY,53,6,13,14,5306013014,0,620,0,139,0,124.825845,-9.602167,481,530601301401
11214,NUSA TENGGARA TIMUR,WELIMAN,WESEY,53,6,13,14,5306013014,0,620,0,139,0,124.828781,-9.613646,139,530601301402
11209,NUSA TENGGARA TIMUR,MALAKA TENGAH,BARENE,53,6,20,1,5306020001,0,1055,0,312,0,124.808782,-9.58263,1055,530602000101
11244,NUSA TENGGARA TIMUR,MALAKA TENGAH,KAKANIUK,53,6,20,2,5306020002,0,1467,0,403,0,124.830013,-9.567197,615,530602000201
11240,NUSA TENGGARA TIMUR,MALAKA TENGAH,KAKANIUK,53,6,20,2,5306020002,0,1467,0,403,0,124.845337,-9.580261,607,530602000202
11258,NUSA TENGGARA TIMUR,MALAKA TENGAH,KAKANIUK,53,6,20,2,5306020002,0,1467,0,403,0,124.815042,-9.54341,201,530602000203
11243,NUSA TENGGARA TIMUR,MALAKA TENGAH,KAKANIUK,53,6,20,2,5306020002,0,1467,0,403,0,124.826847,-9.567934,44,530602000204
11238,NUSA TENGGARA TIMUR,MALAKA TENGAH,BAKIRUK,53,6,20,3,5306020003,0.160558,2324,0.264069,462,122,124.856459,-9.577455,1217,530602000301
11321,NUSA TENGGARA TIMUR,MALAKA TENGAH,BAKIRUK,53,6,20,3,5306020003,0.160558,2324,0.264069,462,122,124.88839,-9.579794,378,530602000302
11390,NUSA TENGGARA TIMUR,MALAKA TENGAH,BAKIRUK,53,6,20,3,5306020003,0.160558,2324,0.264069,462,122,124.879913,-9.582837,194,530602000303
11208,NUSA TENGGARA TIMUR,MALAKA TENGAH,BAKIRUK,53,6,20,3,5306020003,0.160558,2324,0.264069,462,122,124.873453,-9.583004,171,530602000304
11242,NUSA TENGGARA TIMUR,MALAKA TENGAH,BAKIRUK,53,6,20,3,5306020003,0.160558,2324,0.264069,462,122,124.873391,-9.579931,133,530602000305
11384,NUSA TENGGARA TIMUR,MALAKA TENGAH,BAKIRUK,53,6,20,3,5306020003,0.160558,2324,0.264069,462,122,124.883554,-9.583894,101,530602000306
11328,NUSA TENGGARA TIMUR,MALAKA TENGAH,BAKIRUK,53,6,20,3,5306020003,0.160558,2324,0.264069,462,122,124.886284,-9.582894,65,530602000307
11239,NUSA TENGGARA TIMUR,MALAKA TENGAH,BAKIRUK,53,6,20,3,5306020003,0.160558,2324,0.264069,462,122,124.863343,-9.580261,24,530602000308
11330,NUSA TENGGARA TIMUR,MALAKA TENGAH,BAKIRUK,53,6,20,3,5306020003,0.160558,2324,0.264069,462,122,124.876556,-9.584181,24,530602000309
11389,NUSA TENGGARA TIMUR,MALAKA TENGAH,BAKIRUK,53,6,20,3,5306020003,0.160558,2324,0.264069,462,122,124.876797,-9.582174,19,530602000310
11248,NUSA TENGGARA TIMUR,MALAKA TENGAH,KATERI,53,6,20,4,5306020004,0,1327,0,395,0,124.865714,-9.551956,694,530602000401
11246,NUSA TENGGARA TIMUR,MALAKA TENGAH,KATERI,53,6,20,4,5306020004,0,1327,0,395,0,124.830872,-9.55927,314,530602000402
11277,NUSA TENGGARA TIMUR,MALAKA TENGAH,KATERI,53,6,20,4,5306020004,0,1327,0,395,0,124.852075,-9.522177,163,530602000403
11270,NUSA TENGGARA TIMUR,MALAKA TENGAH,KATERI,53,6,20,4,5306020004,0,1327,0,395,0,124.846167,-9.526798,75,530602000404
11245,NUSA TENGGARA TIMUR,MALAKA TENGAH,KATERI,53,6,20,4,5306020004,0,1327,0,395,0,124.837126,-9.559961,59,530602000405
11274,NUSA TENGGARA TIMUR,MALAKA TENGAH,KATERI,53,6,20,4,5306020004,0,1327,0,395,0,124.863512,-9.522559,21,530602000406
11326,NUSA TENGGARA TIMUR,MALAKA TENGAH,WEHALI,53,6,20,5,5306020005,0.637636,6162,0.883036,1291,1140,124.90146,-9.581241,2796,530602000501
11344,NUSA TENGGARA TIMUR,MALAKA TENGAH,WEHALI,53,6,20,5,5306020005,0.637636,6162,0.883036,1291,1140,124.894316,-9.595128,1767,530602000502
11314,NUSA TENGGARA TIMUR,MALAKA TENGAH,WEHALI,53,6,20,5,5306020005,0.637636,6162,0.883036,1291,1140,124.910305,-9.553237,547,530602000503
11315,NUSA TENGGARA TIMUR,MALAKA TENGAH,WEHALI,53,6,20,5,5306020005,0.637636,6162,0.883036,1291,1140,124.908579,-9.557833,473,530602000504
11327,NUSA TENGGARA TIMUR,MALAKA TENGAH,WEHALI,53,6,20,5,5306020005,0.637636,6162,0.883036,1291,1140,124.890242,-9.58367,261,530602000505
11339,NUSA TENGGARA TIMUR,MALAKA TENGAH,WEHALI,53,6,20,5,5306020005,0.637636,6162,0.883036,1291,1140,124.897994,-9.591878,142,530602000506
11325,NUSA TENGGARA TIMUR,MALAKA TENGAH,WEHALI,53,6,20,5,5306020005,0.637636,6162,0.883036,1291,1140,124.895167,-9.581883,131,530602000507
11345,NUSA TENGGARA TIMUR,MALAKA TENGAH,WEHALI,53,6,20,5,5306020005,0.637636,6162,0.883036,1291,1140,124.891972,-9.596653,45,530602000508
11391,NUSA TENGGARA TIMUR,MALAKA TENGAH,UMANENLAWALU,53,6,20,6,5306020006,0.626786,2177,0.654846,423,277,124.906335,-9.582647,1096,530602000601
11334,NUSA TENGGARA TIMUR,MALAKA TENGAH,UMANENLAWALU,53,6,20,6,5306020006,0.626786,2177,0.654846,423,277,124.910296,-9.591287,914,530602000602
11332,NUSA TENGGARA TIMUR,MALAKA TENGAH,UMANENLAWALU,53,6,20,6,5306020006,0.626786,2177,0.654846,423,277,124.901247,-9.586915,167,530602000603
11317,NUSA TENGGARA TIMUR,MALAKA TENGAH,UMAKATAHAN,53,6,20,7,5306020007,0.396226,2418,0.747454,491,367,124.904767,-9.569128,1792,530602000701
