PROVINSI,KECAMATAN,DESA,PROVNO,KABKOTNO,KECNO,DESANO,IDSP2010,KABKOT,SUMBER,id_kec,POLY,VILLAGE_CO,KODE_PROV,NAMA_PROV,KODE_KAB,NAMA_KAB,KODE_KEC,NAMA_KEC,KODE_DESA,NAMA_DESA,R401A,R401B,R401C,R501A,R501B,PLN_HHOLD,JOIN_FIELD,population,PCT_PLN,NUM_HHOLDS,NUM_PLN,PLN_Cabang,EI_SubArea
MALUKU UTARA,OBA SELATAN,TAGALAYA,82,72,041,007,8272041007,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272041,POLY,8272041007,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       41.000000,OBA SELATAN,        7.000000,TAGALAYA,      212.000000,      230.000000,      109.000000,        0.000000,       13.000000,      0.00000000000,-214748364,357,      0.03947368421,76,3,Ternate,Halmahera
MALUKU UTARA,OBA,KOLI,82,72,040,010,8272040010,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272040,POLY,8272040010,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       40.000000,OBA,       10.000000,KOLI,      629.000000,      550.000000,      325.000000,      195.000000,        0.000000,      0.60000000000,-214748364,1170,      0.54092526690,281,152,Ternate,Halmahera
MALUKU UTARA,OBA TENGAH,AKETUBATU,82,72,051,008,8272051008,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272051,POLY,8272051008,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       51.000000,OBA TENGAH,        8.000000,AKETUBATU,      276.000000,      271.000000,      147.000000,      128.000000,       19.000000,      0.87074829932,-214748364,538,      0.88188976378,127,112,Ternate,Halmahera
MALUKU UTARA,OBA UTARA,BUKIT DURIAN,82,72,050,012,8272050012,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272050,POLY,8272050012,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       50.000000,OBA UTARA,       12.000000,BUKIT DURIAN,      773.000000,      656.000000,      329.000000,      317.000000,        7.000000,      0.96352583587,-214748364,1316,      0.87692307692,325,285,Ternate,Halmahera
MALUKU UTARA,TIDORE,GOTO,82,72,030,020,8272030020,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272030,POLY,8272030020,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       30.000000,TIDORE,       20.000000,GOTO,     1151.000000,     1155.000000,      518.000000,      428.000000,        7.000000,      0.82625482626,-214748364,2262,      0.96101364522,513,493,Ternate,Halmahera
MALUKU UTARA,TIDORE SELATAN,TOLOA,82,72,010,008,8272010008,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272010,POLY,8272010008,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       10.000000,TIDORE SELATAN,        8.000000,TOLOA,     1151.000000,     1112.000000,      568.000000,      452.000000,      116.000000,      0.79577464789,-214748364,2198,      0.94470046083,434,410,Ternate,Halmahera
MALUKU UTARA,TIDORE TIMUR,TOSA,82,72,031,004,8272031004,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272031,POLY,8272031004,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       31.000000,TIDORE TIMUR,        4.000000,TOSA,      386.000000,      361.000000,      176.000000,      150.000000,        0.000000,      0.85227272727,-214748364,692,      0.83088235294,136,113,Ternate,Halmahera
MALUKU UTARA,TIDORE UTARA,MAITARA,82,72,020,008,8272020008,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272020,POLY,8272020008,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       20.000000,TIDORE UTARA,        8.000000,MAITARA,      415.000000,      470.000000,      222.000000,        0.000000,      222.000000,      0.00000000000,-214748364,816,      0.10738255034,149,16,Ternate,Halmahera
MALUKU UTARA,TIDORE UTARA,RUM,82,72,020,007,8272020007,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272020,POLY,8272020007,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       20.000000,TIDORE UTARA,        7.000000,RUM,     1502.000000,     1273.000000,      625.000000,      620.000000,        5.000000,      0.99200000000,-214748364,2811,      0.77777777778,558,434,Ternate,Halmahera
MALUKU UTARA,TIDORE SELATAN,MAREGAM,82,72,010,002,8272010002,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272010,POLY,8272010002,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       10.000000,TIDORE SELATAN,        2.000000,MAREGAM,      237.000000,      260.000000,      123.000000,        0.000000,       94.000000,      0.00000000000,-214748364,404,      0.00000000000,93,0,Ternate,Halmahera
MALUKU UTARA,TIDORE SELATAN,MAREKOFO,82,72,010,001,8272010001,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272010,POLY,8272010001,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       10.000000,TIDORE SELATAN,        1.000000,MAREKOFO,      260.000000,      275.000000,      130.000000,        0.000000,       87.000000,      0.00000000000,-214748364,456,      0.00000000000,78,0,Ternate,Halmahera
MALUKU UTARA,TIDORE SELATAN,TONGOWAI,82,72,010,003,8272010003,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272010,POLY,8272010003,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       10.000000,TIDORE SELATAN,        3.000000,TONGOWAI,      657.000000,      693.000000,      330.000000,      265.000000,        0.000000,      0.80303030303,-214748364,1151,      0.89147286822,258,230,Ternate,Halmahera
MALUKU UTARA,TIDORE SELATAN,GURABATI,82,72,010,004,8272010004,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272010,POLY,8272010004,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       10.000000,TIDORE SELATAN,        4.000000,GURABATI,     1323.000000,     1306.000000,      640.000000,      498.000000,        0.000000,      0.77812500000,-214748364,2486,      0.96544715447,492,475,Ternate,Halmahera
MALUKU UTARA,TIDORE SELATAN,TOMALOU,82,72,010,005,8272010005,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272010,POLY,8272010005,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       10.000000,TIDORE SELATAN,        5.000000,TOMALOU,     1543.000000,     1671.000000,      737.000000,      580.000000,        0.000000,      0.78697421981,-214748364,2935,      0.94614003591,557,527,Ternate,Halmahera
MALUKU UTARA,TIDORE SELATAN,TUGUIHA,82,72,010,006,8272010006,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272010,POLY,8272010006,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       10.000000,TIDORE SELATAN,        6.000000,TUGUIHA,      700.000000,      715.000000,      309.000000,      235.000000,       74.000000,      0.76051779935,-214748364,1204,      0.87449392713,247,216,Ternate,Halmahera
MALUKU UTARA,TIDORE SELATAN,DOKIRI,82,72,010,007,8272010007,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272010,POLY,8272010007,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       10.000000,TIDORE SELATAN,        7.000000,DOKIRI,     1220.000000,     1223.000000,      542.000000,      482.000000,       60.000000,      0.88929889299,-214748364,2295,      0.89324618736,459,410,Ternate,Halmahera
MALUKU UTARA,TIDORE UTARA,BOBO,82,72,020,001,8272020001,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272020,POLY,8272020001,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       20.000000,TIDORE UTARA,        1.000000,BOBO,      857.000000,      782.000000,      356.000000,      332.000000,       24.000000,      0.93258426966,-214748364,1499,      0.64685314685,286,185,Ternate,Halmahera
MALUKU UTARA,TIDORE UTARA,AFA AFA,82,72,020,002,8272020002,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272020,POLY,8272020002,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       20.000000,TIDORE UTARA,        2.000000,AFA AFA,      627.000000,      627.000000,      309.000000,      230.000000,       79.000000,      0.74433656958,-214748364,1158,      0.81434599156,237,193,Ternate,Halmahera
MALUKU UTARA,TIDORE UTARA,MAREKU,82,72,020,003,8272020003,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272020,POLY,8272020003,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       20.000000,TIDORE UTARA,        3.000000,MAREKU,      819.000000,      888.000000,      442.000000,      419.000000,       23.000000,      0.94796380090,-214748364,1700,      0.94054054054,370,348,Ternate,Halmahera
MALUKU UTARA,TIDORE UTARA,JAYA,82,72,020,005,8272020005,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272020,POLY,8272020005,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       20.000000,TIDORE UTARA,        5.000000,JAYA,      365.000000,      390.000000,      176.000000,      131.000000,       45.000000,      0.74431818182,-214748364,676,      0.99300699301,143,142,Ternate,Halmahera
MALUKU UTARA,TIDORE UTARA,OME,82,72,020,004,8272020004,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272020,POLY,8272020004,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       20.000000,TIDORE UTARA,        4.000000,OME,      795.000000,      834.000000,      447.000000,      352.000000,       95.000000,      0.78747203579,-214748364,1503,      0.88793103448,348,309,Ternate,Halmahera
MALUKU UTARA,TIDORE UTARA,GUBU KUSUMA,82,72,020,009,8272020009,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272020,POLY,8272020009,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       20.000000,TIDORE UTARA,        9.000000,GUBU KUSUMA,      546.000000,      526.000000,      267.000000,      182.000000,       56.000000,      0.68164794007,-214748364,859,      0.83582089552,201,168,Ternate,Halmahera
MALUKU UTARA,TIDORE UTARA,FOBAHARU,82,72,020,006,8272020006,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272020,POLY,8272020006,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       20.000000,TIDORE UTARA,        6.000000,FOBAHARU,      307.000000,      305.000000,      157.000000,      101.000000,       56.000000,      0.64331210191,-214748364,528,      0.88349514563,103,91,Ternate,Halmahera
MALUKU UTARA,TIDORE UTARA,RUM BALIBUNGA,82,72,020,011,8272020011,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272020,POLY,8272020011,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       20.000000,TIDORE UTARA,       11.000000,RUM BALIBUNGA,      637.000000,      931.000000,      279.000000,      270.000000,        9.000000,      0.96774193548,-214748364,1330,      0.82846715328,274,227,Ternate,Halmahera
MALUKU UTARA,TIDORE UTARA,MAITARA SELATAN,82,72,020,012,8272020012,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272020,POLY,8272020012,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       20.000000,TIDORE UTARA,       12.000000,MAITARA SELATAN,      585.000000,      565.000000,      263.000000,        0.000000,      263.000000,      0.00000000000,-214748364,1099,      0.01136363636,176,2,Ternate,Halmahera
MALUKU UTARA,TIDORE UTARA,SIRONGO FOLARAHA,82,72,020,010,8272020010,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272020,POLY,8272020010,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       20.000000,TIDORE UTARA,       10.000000,SIRONGO FOLARAHA,      338.000000,      346.000000,      170.000000,      104.000000,       66.000000,      0.61176470588,-214748364,594,      0.86507936508,126,109,Ternate,Halmahera
MALUKU UTARA,TIDORE,SELI,82,72,030,007,8272030007,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272030,POLY,8272030007,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       30.000000,TIDORE,        7.000000,SELI,      499.000000,      563.000000,      228.000000,      211.000000,       17.000000,      0.92543859649,-214748364,909,      0.82692307692,208,172,Ternate,Halmahera
MALUKU UTARA,TIDORE,SOADARA,82,72,030,008,8272030008,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272030,POLY,8272030008,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       30.000000,TIDORE,        8.000000,SOADARA,      413.000000,      400.000000,      203.000000,      171.000000,       32.000000,      0.84236453202,-214748364,751,      0.90062111801,161,145,Ternate,Halmahera
MALUKU UTARA,TIDORE,TOPO,82,72,030,009,8272030009,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272030,POLY,8272030009,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       30.000000,TIDORE,        9.000000,TOPO,      726.000000,      728.000000,      394.000000,      343.000000,       51.000000,      0.87055837564,-214748364,1419,      0.86588921283,343,297,Ternate,Halmahera
MALUKU UTARA,TIDORE,SOA SIO,82,72,030,010,8272030010,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272030,POLY,8272030010,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       30.000000,TIDORE,       10.000000,SOA SIO,      669.000000,      774.000000,      381.000000,      366.000000,       15.000000,      0.96062992126,-214748364,1471,      0.97169811321,318,309,Ternate,Halmahera
MALUKU UTARA,TIDORE,GAMTUFKANGE,82,72,030,011,8272030011,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272030,POLY,8272030011,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       30.000000,TIDORE,       11.000000,GAMTUFKANGE,     1325.000000,     1390.000000,      684.000000,      600.000000,       84.000000,      0.87719298246,-214748364,2607,      0.87339449541,545,476,Ternate,Halmahera
MALUKU UTARA,TIDORE,FOLARORA,82,72,030,019,8272030019,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272030,POLY,8272030019,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       30.000000,TIDORE,       19.000000,FOLARORA,      402.000000,      347.000000,      160.000000,      100.000000,       60.000000,      0.62500000000,-214748364,706,      0.63768115942,138,88,Ternate,Halmahera
MALUKU UTARA,TIDORE,GURA-BUNGA,82,72,030,012,8272030012,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272030,POLY,8272030012,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       30.000000,TIDORE,       12.000000,GURA-BUNGA,      312.000000,      301.000000,      144.000000,      134.000000,       10.000000,      0.93055555556,-214748364,568,      0.84444444444,135,114,Ternate,Halmahera
MALUKU UTARA,TIDORE,INDONESIANA,82,72,030,013,8272030013,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272030,POLY,8272030013,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       30.000000,TIDORE,       13.000000,INDONESIANA,     2376.000000,     2276.000000,     1286.000000,     1000.000000,      180.000000,      0.77760497667,-214748364,4421,      0.91690821256,1035,949,Ternate,Halmahera
MALUKU UTARA,TIDORE,TOPO TIGA,82,72,030,017,8272030017,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272030,POLY,8272030017,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       30.000000,TIDORE,       17.000000,TOPO TIGA,      255.000000,      265.000000,      167.000000,       96.000000,       71.000000,      0.57485029940,-214748364,497,      0.81904761905,105,86,Ternate,Halmahera
MALUKU UTARA,TIDORE,TOMAGOBA,82,72,030,018,8272030018,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272030,POLY,8272030018,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       30.000000,TIDORE,       18.000000,TOMAGOBA,     1445.000000,     1404.000000,      624.000000,      525.000000,       99.000000,      0.84134615385,-214748364,2866,      0.94372990354,622,587,Ternate,Halmahera
MALUKU UTARA,TIDORE TIMUR,KALAODI,82,72,031,002,8272031002,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272031,POLY,8272031002,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       31.000000,TIDORE TIMUR,        2.000000,KALAODI,      222.000000,      233.000000,      104.000000,       94.000000,       10.000000,      0.90384615385,-214748364,405,      0.86021505376,93,80,Ternate,Halmahera
MALUKU UTARA,TIDORE TIMUR,DOWORA,82,72,031,001,8272031001,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272031,POLY,8272031001,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       31.000000,TIDORE TIMUR,        1.000000,DOWORA,     1946.000000,     2045.000000,      848.000000,      547.000000,        1.000000,      0.64504716981,-214748364,4060,      0.87471264368,870,761,Ternate,Halmahera
MALUKU UTARA,TIDORE TIMUR,MAFUTUTU,82,72,031,003,8272031003,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272031,POLY,8272031003,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       31.000000,TIDORE TIMUR,        3.000000,MAFUTUTU,     1296.000000,     1271.000000,      590.000000,      360.000000,      230.000000,      0.61016949152,-214748364,2500,      0.83984375000,512,430,Ternate,Halmahera
MALUKU UTARA,OBA,KUSU SINOPA,82,72,040,003,8272040003,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272040,POLY,8272040003,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       40.000000,OBA,        3.000000,KUSU SINOPA,      673.000000,      598.000000,      309.000000,      300.000000,        9.000000,      0.97087378641,-214748364,1121,      0.80971659919,247,200,Ternate,Halmahera
MALUKU UTARA,OBA,PAYAHE,82,72,040,004,8272040004,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272040,POLY,8272040004,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       40.000000,OBA,        4.000000,PAYAHE,     1289.000000,     1246.000000,      623.000000,      547.000000,        0.000000,      0.87800963082,-214748364,2378,      0.89163498099,526,469,Ternate,Halmahera
MALUKU UTARA,OBA,TOSEHO,82,72,040,005,8272040005,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272040,POLY,8272040005,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       40.000000,OBA,        5.000000,TOSEHO,      411.000000,      388.000000,      187.000000,       80.000000,        0.000000,      0.42780748663,-214748364,779,      0.52564102564,156,82,Ternate,Halmahera
MALUKU UTARA,OBA,GITA RAJA,82,72,040,006,8272040006,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272040,POLY,8272040006,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       40.000000,OBA,        6.000000,GITA RAJA,      877.000000,      958.000000,      467.000000,      350.000000,        0.000000,      0.74946466809,-214748364,1839,      0.63685636856,369,235,Ternate,Halmahera
MALUKU UTARA,OBA,WODA,82,72,040,008,8272040008,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272040,POLY,8272040008,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       40.000000,OBA,        8.000000,WODA,      153.000000,      146.000000,       83.000000,       46.000000,        0.000000,      0.55421686747,-214748364,295,      0.36842105263,57,21,Ternate,Halmahera
MALUKU UTARA,OBA,BALE,82,72,040,011,8272040011,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272040,POLY,8272040011,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       40.000000,OBA,       11.000000,BALE,      600.000000,      541.000000,      274.000000,      257.000000,        0.000000,      0.93795620438,-214748364,1122,      0.88832487310,197,175,Ternate,Halmahera
MALUKU UTARA,OBA,TULUI TALAGAMORI,82,72,040,012,8272040012,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272040,POLY,8272040012,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       40.000000,OBA,       12.000000,TULUI TALAGAMORI,      512.000000,      525.000000,      235.000000,      200.000000,        0.000000,      0.85106382979,-214748364,1005,      0.93333333333,165,154,Ternate,Halmahera
MALUKU UTARA,OBA SELATAN,SELA MALOFO,82,72,041,001,8272041001,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272041,POLY,8272041001,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       41.000000,OBA SELATAN,        1.000000,SELA MALOFO,      299.000000,      290.000000,      136.000000,       24.000000,      109.000000,      0.17647058824,-214748364,535,      0.00000000000,111,0,Ternate,Halmahera
MALUKU UTARA,OBA SELATAN,MAIDI,82,72,041,002,8272041002,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272041,POLY,8272041002,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       41.000000,OBA SELATAN,        2.000000,MAIDI,      486.000000,      448.000000,      311.000000,        0.000000,       31.000000,      0.00000000000,-214748364,977,      0.00000000000,238,0,Ternate,Halmahera
MALUKU UTARA,OBA SELATAN,HAGER,82,72,041,003,8272041003,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272041,POLY,8272041003,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       41.000000,OBA SELATAN,        3.000000,HAGER,      201.000000,      214.000000,       98.000000,        0.000000,       98.000000,      0.00000000000,-214748364,389,      0.00000000000,86,0,Ternate,Halmahera
MALUKU UTARA,OBA SELATAN,WAMA,82,72,041,004,8272041004,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272041,POLY,8272041004,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       41.000000,OBA SELATAN,        4.000000,WAMA,      630.000000,      630.000000,      259.000000,        0.000000,      215.000000,      0.00000000000,-214748364,1159,      0.00471698113,212,1,Ternate,Halmahera
MALUKU UTARA,OBA SELATAN,NUKU,82,72,041,006,8272041006,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272041,POLY,8272041006,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       41.000000,OBA SELATAN,        6.000000,NUKU,      316.000000,      262.000000,      131.000000,        0.000000,        6.000000,      0.00000000000,-214748364,440,      0.00000000000,89,0,Ternate,Halmahera
MALUKU UTARA,OBA SELATAN,LIFOFA,82,72,041,005,8272041005,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272041,POLY,8272041005,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       41.000000,OBA SELATAN,        5.000000,LIFOFA,      537.000000,      525.000000,      269.000000,        0.000000,      204.000000,      0.00000000000,-214748364,1035,      0.00000000000,240,0,Ternate,Halmahera
MALUKU UTARA,OBA UTARA,KUSU,82,72,050,010,8272050010,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272050,POLY,8272050010,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       50.000000,OBA UTARA,       10.000000,KUSU,      548.000000,      495.000000,      253.000000,      185.000000,       30.000000,      0.73122529644,-214748364,1017,      0.70472440945,254,179,Ternate,Halmahera
MALUKU UTARA,OBA UTARA,SOMAHODE,82,72,050,003,8272050003,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272050,POLY,8272050003,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       50.000000,OBA UTARA,        3.000000,SOMAHODE,      264.000000,      265.000000,      121.000000,      106.000000,       15.000000,      0.87603305785,-214748364,511,      0.88990825688,109,97,Ternate,Halmahera
MALUKU UTARA,OBA UTARA,GAROJOU,82,72,050,009,8272050009,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272050,POLY,8272050009,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       50.000000,OBA UTARA,        9.000000,GAROJOU,      460.000000,      439.000000,      180.000000,      103.000000,       18.000000,      0.57222222222,-214748364,706,      0.89583333333,144,129,Ternate,Halmahera
MALUKU UTARA,OBA UTARA,AKEKOLANO,82,72,050,004,8272050004,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272050,POLY,8272050004,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       50.000000,OBA UTARA,        4.000000,AKEKOLANO,      414.000000,      393.000000,      217.000000,      169.000000,       48.000000,      0.77880184332,-214748364,800,      0.82291666667,192,158,Ternate,Halmahera
MALUKU UTARA,OBA UTARA,AMPERA,82,72,050,011,8272050011,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272050,POLY,8272050011,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       50.000000,OBA UTARA,       11.000000,AMPERA,      301.000000,      270.000000,      138.000000,      130.000000,        8.000000,      0.94202898551,-214748364,549,      0.94615384615,130,123,Ternate,Halmahera
MALUKU UTARA,OBA UTARA,OBA,82,72,050,005,8272050005,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272050,POLY,8272050005,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       50.000000,OBA UTARA,        5.000000,OBA,      501.000000,      517.000000,      168.000000,      168.000000,        0.000000,      1.00000000000,-214748364,592,      0.94736842105,133,126,Ternate,Halmahera
MALUKU UTARA,OBA UTARA,SOFIFI,82,72,050,006,8272050006,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272050,POLY,8272050006,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       50.000000,OBA UTARA,        6.000000,SOFIFI,      843.000000,      855.000000,      412.000000,      408.000000,        4.000000,      0.99029126214,-214748364,1694,      0.92000000000,400,368,Ternate,Halmahera
MALUKU UTARA,OBA UTARA,GALALA,82,72,050,013,8272050013,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272050,POLY,8272050013,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       50.000000,OBA UTARA,       13.000000,GALALA,      824.000000,      773.000000,      527.000000,      525.000000,        0.000000,      0.99620493359,-214748364,1728,      0.68333333333,420,287,Ternate,Halmahera
MALUKU UTARA,OBA UTARA,GURAPING,82,72,050,007,8272050007,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272050,POLY,8272050007,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       50.000000,OBA UTARA,        7.000000,GURAPING,     1546.000000,     1456.000000,      710.000000,      641.000000,       20.000000,      0.90281690141,-214748364,2892,      0.93679092382,617,578,Ternate,Halmahera
MALUKU UTARA,OBA UTARA,KAIYASA,82,72,050,008,8272050008,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272050,POLY,8272050008,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       50.000000,OBA UTARA,        8.000000,KAIYASA,      182.000000,      275.000000,      152.000000,      109.000000,        2.000000,      0.71710526316,-214748364,546,      0.75000000000,100,75,Ternate,Halmahera
MALUKU UTARA,OBA UTARA,BALBAR,82,72,050,014,8272050014,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272050,POLY,8272050014,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       50.000000,OBA UTARA,       14.000000,BALBAR,      526.000000,      509.000000,      210.000000,      202.000000,        8.000000,      0.96190476190,-214748364,980,      0.85492227979,193,165,Ternate,Halmahera
MALUKU UTARA,OBA TENGAH,TADUPI,82,72,051,009,8272051009,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272051,POLY,8272051009,       82.000000,MALUKU UTARA,       72.000000,TIDORE KEPULAUAN,       51.000000,OBA TENGAH,        9.000000,TADUPI,      322.000000,      320.000000,      160.000000,      100.000000,       60.000000,      0.62500000000,-214748364,637,      0.97560975610,123,120,Ternate,Halmahera
